Name	Critic_Score	Critic_Count	User_Score	User_Count
Tom Clancy's EndWar	6.8		5.9	
NFL Head Coach 09	6.7		8.4	
Blood Drive	4.0		6.5	
Phantom Dust	8.1		8.5	
Growlanser Generations	8.1		7.7	
Mega Man Battle Chip Challenge	5.4		8.3	
Fatal Frame: Maiden of Black Water	6.7		7.6	
Prince of Persia: Rival Swords	7.4		8.2	
Cold Winter	7.3		8.2	
Ring of Red	8.2		8.7	
Stubbs the Zombie in Rebel Without a Pulse	7.5		8.1	
Batman: Dark Tomorrow	2.5		3.6	
Ping Pals	2.8		3.9	
MLB 13: The Show	7.5		7.5	
18 Wheeler: American Pro Trucker	5.2		6.8	
Split/Second	6.3		6.7	
Warhammer: Battle March	5.5		6.7	
Batman: Rise of Sin Tzu	6.7		7.7	
The King of Fighters XII	6.3		4.2	
Spy vs Spy	5.3		8.0	
Coraline	3.9		2.0	
Cold Fear	6.8		7.7	
Zubo	7.5		7.6	
NHL Hitz 20-03	8.1		8.5	
Murakumo: Renegade Mech Pursuit	4.8		7.5	
Gun Metal	6.3		7.6	
BloodRayne	7.3		8.5	
ECW Anarchy Rulz	4.3		6.3	
InuYasha: A Feudal Fairy Tale	6.9		9.0	
Where the Wild Things Are	5.1		5.4	
TMNT	3.7		4.1	
Sabrina The Teenage Witch: Potion Commotion	6.3		2.8	
MLB Power Pros	8.0		8.8	
Dementium II	7.5		8.3	
GoldenEye: Rogue Agent	5.8		7.5	
BlazBlue: Calamity Trigger Portable	8.2		7.8	
AirForce Delta Strike	6.6		7.0	
Pimp My Ride	2.6		3.8	
Capcom vs. SNK 2 EO	6.8		8.9	
Hot Wheels Velocity X	5.5		6.4	
Open Season	5.9		7.3	
de Blob 2	7.5		8.2	
Call of Juarez: The Cartel	5.1		3.3	
Space Chimps	5.7		5.3	
FIFA Soccer 06	7.7		7.7	
JASF: Jane's Advanced Strike Fighters	4.1		3.1	
Digimon Story: Cyber Sleuth	7.5		8.5	
Cloudy With a Chance of Meatballs	6.8		5.3	
The Settlers	3.9		5.6	
Stronghold	8.1		8.9	
Ridge Racer Unbounded	7.1		7.7	
Mortal Kombat: Deception	7.7		8.9	
ESPN NHL Hockey	8.8		8.4	
John Daly's ProStroke Golf	5.8		4.1	
XXX	5.0		5.0	
Truth or Lies	2.8		5.2	
Worms Forts: Under Siege	6.3		8.0	
Project: Snowblind	7.9		7.0	
Astro Boy: The Video Game	5.6		5.0	
Gabrielle's Ghostly Groove 3D	6.2		7.4	
Cake Mania	5.5		6.1	
Disney's Extreme Skate Adventure	7.6		8.3	
Odama	6.2		8.0	
Karaoke Revolution Presents American Idol Encore	7.0		7.0	
Naval Ops: Warship Gunner	6.7		8.9	
Bionicle Heroes	5.1		5.2	
The King of Fighters 2000/2001	7.1		8.6	
Valkyrie Drive: Bhikkhuni	7.2		8.5	
Bodycount	5.0		3.5	
Ninja Assault	6.0		5.3	
Samurai Warriors 4	7.6		8.6	
Alias	6.4		8.0	
Calling	4.9		6.7	
Night at the Museum: Battle of the Smithsonian	5.0		7.1	
Spyborgs	6.6		6.3	
NHL Rivals 2004	6.5		8.8	
Bodycount	5.3		4.7	
Avatar: The Last Airbender	5.7		6.3	
Death Jr.: Root of Evil	7.1		8.1	
Michael Phelps: Push the Limit	4.8		3.5	
Lost in Blue	6.9		7.8	
Batman: Return to Arkham	7.7		8.2	
Constantine	5.8		7.4	
Charlie and the Chocolate Factory	3.9		0.5	
Dynasty Tactics 2	7.8		9.1	
Real World Golf	7.3		6.3	
Ty the Tasmanian Tiger 2: Bush Rescue	6.9		8.8	
Blazblue: Continuum Shift Extend	8.3		7.5	
Mushroom Men: Rise of the Fungi	4.5		7.3	
The Polar Express	4.0		4.7	
BMX XXX	5.8		7.8	
Frogger: Helmet Chaos	6.6		6.4	
Pimp My Ride	3.8		3.8	
RIGS: Mechanized Combat League	7.9		7.9	
Hellboy: The Science of Evil	4.4		5.7	
NBA Live 16	6.0		5.6	
Sonic Generations	7.7		8.3	
Astro Boy: The Video Game	4.8		3.5	
[Prototype 2]	7.6		6.4	
Cabela's North American Adventures	5.1		9.0	
Rengoku: The Tower of Purgatory	4.3		5.6	
Bust-A-Move DS	7.5		7.0	
God Eater 2: Rage Burst	6.9		8.0	
BlazBlue: Continuum Shift II	6.4		6.1	
Mega Man Zero 4	7.7		9.1	
NASCAR '14	6.7		4.6	
Where the Wild Things Are	5.3		4.8	
DJ Max Fever	7.7		6.5	
Shrek: Forever After	6.2		6.2	
Dawn of Discovery	8.2		7.3	
Pro Evolution Soccer 2016	8.5		6.2	
Tiger Woods PGA Tour 06	8.2		4.8	
ArmA III	7.4		7.4	
FIFA World Cup Germany 2006	7.2		7.3	
Reign of Fire	5.4		5.9	
MLB 14: The Show	6.8		7.0	
Rogue Warrior	2.8		2.8	
Mace Griffin: Bounty Hunter	6.4		8.2	
Martian Gothic: Unification	6.4		6.1	
Fight Club	3.7		4.7	
Tom Clancy's Splinter Cell: Conviction	8.3		5.2	
FlatOut: Ultimate Carnage	8.0		8.8	
Digimon Digital Card Battle	5.1		9.0	
Dragon Ball Z: Battle of Z	6.6		7.5	
Aquapazza: Aquaplus Dream Match	7.5		7.8	
Lucha Libre AAA: Heroes del Ring	5.4		7.1	
Dead to Rights II	5.4		7.4	
Pac-Man and the Ghostly Adventures 2	6.0		6.5	
Trauma Center: Under the Knife 2	7.9		8.5	
SimCity 2000	6.2		7.8	
X-Men: The Official Game	5.0		7.8	
Sakura Wars: So Long, My Love	7.5		7.3	
Mind Zero	5.9		6.0	
Rocky Balboa	5.8		6.6	
Gravity Games Bike: Street Vert Dirt	2.4		4.1	
Top Spin	6.7		7.8	
Family Feud: 2012 Edition	4.7		5.3	
UFC: Tapout 2	6.6		7.3	
The Book of Unwritten Tales	8.2		8.2	
The Godfather: Mob Wars	5.9		7.9	
Vexx	7.0		8.5	
F1 Career Challenge	7.0		7.7	
Pariah	7.0		7.4	
Metal Slug 3	7.6		5.1	
Sacred 3	5.6		3.4	
Winning Eleven: Pro Evolution Soccer 2007	7.9		6.5	
Banjo-Pilot	6.8		5.9	
Gallop Racer 2006	6.9		8.3	
Wasteland 2	8.1		7.3	
The First Templar	5.2		6.3	
Patapon 2	8.1		8.3	
Frogger: Ancient Shadow	5.4		4.0	
Princess Debut	7.1		7.4	
Pro Evolution Soccer 2014	7.4		4.4	
Metal Arms: Glitch in the System	8.3		9.3	
Tom Clancy's Splinter Cell: Chaos Theory	8.1		8.5	
Escape From Monkey Island	8.4		8.2	
The Lord of the Rings: Conquest	6.1		7.8	
Gretzky NHL	6.1		7.4	
Dropship: United Peace Force	7.8		8.6	
Road Rash: Jailbreak	7.8		9.3	
Syberia	7.2		7.0	
Thrillville: Off the Rails	7.2		0.6	
Cloudy With a Chance of Meatballs	6.6		6.0	
G1 Jockey 3	7.1		9.0	
Exit DS	6.4		6.7	
Riviera: The Promised Land	7.6		9.2	
Blades of Time	5.2		6.5	
Yggdra Union: We'll Never Fight Alone	7.3		7.9	
Bujingai: The Forsaken City	7.2		7.5	
Universe at War: Earth Assault	6.6		8.3	
Death By Degrees	5.1		6.2	
Rome: Total War	9.2		9.1	
Doom 3	8.7		7.6	
Ride	5.4		5.3	
NASCAR The Game: Inside Line	7.2		3.4	
JU-ON: The Grudge	3.9		5.6	
Colin McRae Rally 04	8.4		8.1	
FIFA Street	6.0		8.0	
The Sims 4: City Living	7.7		5.7	
Hot Wheels: Stunt Track Challenge	6.3		6.2	
Blitz: The League II	6.8		7.2	
Miami Law	5.6		8.8	
Capcom vs. SNK 2 EO	8.0		8.7	
Hunter: The Reckoning	7.0		7.6	
Baten Kaitos Origins	7.5		8.9	
E·O·E: Eve of Extinction	5.7		7.2	
NHL 2004	8.5		8.4	
Surf's Up	6.1		6.1	
X-Men: The Official Game	5.3		8.1	
RLH: Run Like Hell	5.8		8.2	
Scribblenauts Unmasked: A DC Comics Adventure	7.1		6.3	
The Ant Bully	5.2		4.2	
Conflict: Global Terror	6.2		7.9	
Monster Rancher EVO	5.8		6.8	
Terraria	8.5		7.8	
The Whispered World	7.0		7.6	
Agatha Christie: The ABC Murders	5.3		6.5	
Help Wanted: 50 Wacky Jobs	6.5		7.0	
Beach Spikers: Virtua Beach Volleyball	7.6		8.1	
Draglade	7.1		7.5	
Scribblenauts Unmasked: A DC Comics Adventure	6.8		6.2	
Jade Cocoon 2	7.6		7.8	
Mana Khemia: Student Alliance	4.1		5.3	
Van Helsing	3.3		6.3	
Bee Movie Game	6.5		7.5	
Resident Evil: Revelations 2	6.5		7.8	
Kelly Slater's Pro Surfer	8.0		8.0	
NFL Tour	4.9		3.1	
Harry Potter and the Deathly Hallows - Part 1	3.7		4.1	
Sudoku Mania	2.5		3.5	
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.	4.9		8.0	
Resident Evil: Revelations 2	7.5		7.5	
The Bard's Tale	7.5		8.8	
Alien Hominid	7.8		8.3	
Myst	4.3		3.5	
nail'd	6.4		7.1	
Tom Clancy's Splinter Cell	7.7		8.6	
Bullet Witch	5.5		6.1	
Spider-Man: Web of Shadows	7.7		7.5	
Pinball Hall of Fame: The Williams Collection	6.7		7.3	
Rolling Stone: Drum King	3.2		1.8	
NBA Ballers: Rebound	6.9		7.7	
Silent Scope Complete	6.9		7.4	
King's Field: The Ancient City	6.0		8.5	
Leisure Suit Larry: Box Office Bust	1.7		1.7	
Indigo Prophecy	8.4		7.7	
Sneakers	2.8		4.6	
NHL 2K6	7.5		6.1	
X-Men: Destiny	3.6		4.5	
College Hoops 2K6	8.2		9.2	
Contact	7.3		8.2	
Harvey Birdman: Attorney at Law	6.2		8.0	
Predator: Concrete Jungle	4.6		8.0	
Opoona	6.5		7.7	
Universal Studios Theme Parks Adventure	3.9		2.9	
Steins;Gate	8.3		9.2	
Rocky: Legends	6.7		5.2	
Star Trek: Shattered Universe	4.2		8.3	
Ultra Street Fighter IV	7.1		5.9	
EVE: Valkyrie	7.3		6.3	
Dragon Ball: Evolution	2.8		0.9	
The Crew: Wild Run	7.3		6.8	
Natural Doctrine	5.3		6.0	
NeverDead	5.2		5.5	
MotoGP 07	6.2		9.1	
Blades of Time	5.3		7.2	
Thor: God of Thunder	5.5		4.2	
Cubic Ninja	5.1		5.9	
F1 2014	6.1		4.8	
Harvest Moon: Frantic Farming	7.2		6.8	
Blue Dragon: Awakened Shadow	6.3		6.6	
Shining Force EXA	6.4		7.3	
Digimon World DS	7.1		7.6	
MySims SkyHeroes	5.6		5.5	
Guilty Gear Isuka	7.3		7.5	
Tornado Outbreak	7.1		8.2	
Shovel Knight	8.8		8.3	
Operation Abyss: New Tokyo Legacy	6.6		7.3	
MotoGP 2	8.7		8.5	
Heatseeker	6.2		6.2	
Ar tonelico: Melody of Elemia	7.1		7.7	
Castlevania Double Pack	8.6		8.4	
Samurai Warriors 4: Empires	7.1		6.5	
Steel Battalion	8.3		8.5	
Power Stone Collection	7.4		6.8	
Cartoon Network: Punch Time Explosion	5.8		5.9	
Blast Works: Build, Trade, Destroy	7.8		7.7	
SNK vs. Capcom Card Fighters DS	4.8		4.8	
Medieval II: Total War	8.8		8.9	
Darkest of Days	4.4		4.8	
Skylanders Imaginators	7.8		6.0	
Minority Report: Everybody Runs	5.4		5.0	
NASCAR	6.6		5.3	
One Piece: Burning Blood	6.2		7.8	
Rio	6.0		7.0	
Playboy: The Mansion	6.1		4.1	
Disney's Aladdin in Nasira's Revenge	6.1		8.3	
Barnyard	6.2		8.7	
Ultimate Marvel vs. Capcom 3	8.0		6.2	
MindJack	4.3		1.2	
Pac-Man World 3	6.6		7.3	
Glory Days 2	7.3		7.3	
Brain Age: Concentration Training	7.1		7.9	
Crash 'N' Burn	6.5		6.4	
Pac-Man and the Ghostly Adventures 2	5.9		6.3	
Hakuoki: Demon of the Fleeting Blossom	7.9		8.3	
Speed Kings	6.1		7.8	
Dungeons	6.5		4.6	
Little League World Series Baseball 2008	7.0		8.0	
Winter Stars	4.6		6.5	
Bladestorm: The Hundred Years' War	6.3		6.8	
Burnout Paradise: The Ultimate Box	8.7		7.5	
Forever Kingdom	6.4		7.8	
Altered Beast: Guardian of the Realms	6.3		4.8	
The Legend of Heroes: A Tear of Vermillion	6.8		7.7	
Raven Squad: Operation Hidden Dagger	3.8		3.5	
Age of Empires II: The Age of Kings	9.2		9.0	
Family Party: 30 Great Games	4.2		1.0	
Shining Tears	6.1		6.5	
MotoGP	8.4		8.4	
Scaler	7.0		8.6	
Halo 2	7.2		5.6	
Gradius V	8.2		8.5	
Medal of Honor: Vanguard	5.6		7.0	
Beaterator	8.0		7.8	
Arcania: Gothic 4	6.4		5.2	
Psychonauts	8.6		8.7	
Code Lyoko: Quest for Infinity	5.8		8.5	
Digimon Rumble Arena 2	6.3		7.3	
Teenage Mutant Ninja Turtles: Mutants in Manhattan	4.4		5.5	
Ribbit King	5.8		6.5	
Alien Hominid	7.8		8.5	
Rygar: The Battle of Argus	5.2		7.0	
Ninja Gaiden Black	9.4		8.7	
Touch Detective	6.0		6.8	
Trivial Pursuit unhinged	5.8		8.0	
NCAA March Madness 08	6.7		3.8	
InuYasha: Secret of the Divine Jewel	4.6		7.6	
Bloody Roar 4	5.9		8.6	
Atari Classics Evolved	6.4		6.0	
I-Ninja	7.7		7.6	
Steins;Gate 0	8.6		9.3	
Football Manager 2017	8.1		4.3	
Wild ARMs: Alter Code F	7.3		8.3	
Army Corps of Hell	5.7		6.6	
Shrek SuperSlam	7.1		9.3	
Ultimate Mortal Kombat	7.3		8.6	
Total Overdose: A Gunslinger's Tale in Mexico	7.1		9.0	
Metal Slug X	8.5		8.8	
Romance of the Three Kingdoms X	7.1		8.5	
Prinny: Can I Really Be the Hero?	7.2		7.0	
GripShift	7.0		8.7	
Fighting Fantasy: The Warlock of Firetop Mountain	4.5		8.1	
Beowulf: The Game	4.4		5.4	
Skies of Arcadia	9.3		9.4	
NASCAR: Dirt to Daytona	8.5		7.3	
Road Trip	8.0		9.0	
Jimmie Johnson's Anything With an Engine	6.5		8.8	
echochrome	7.9		7.7	
Project Eden	7.1		7.8	
Riviera: The Promised Land	6.8		7.7	
Digimon All-Star Rumble	4.9		5.8	
Driver: Renegade	4.8		5.0	
Yaiba: Ninja Gaiden Z	4.3		4.5	
Castlevania: Lords of Shadow 2	7.0		7.8	
Ghosthunter	6.9		8.7	
Shadow of Destiny	5.4		8.2	
Mimana Iyar Chronicle	4.5		5.8	
Michael Jackson: The Experience	5.7		5.8	
Def Jam Fight For NY: The Takeover	7.9		8.2	
Tom Clancy's EndWar	6.9		5.8	
JASF: Jane's Advanced Strike Fighters	4.5		4.5	
Astro Boy: Omega Factor	8.5		8.6	
Disgaea Infinite	6.4		4.4	
Phantom Brave: The Hermuda Triangle	6.5		7.3	
Fullmetal Alchemist: Dual Sympathy	5.8		7.3	
Lock's Quest	8.0		8.7	
Rugby 2005	7.1		8.6	
Pokemon Rumble World	5.8		6.4	
Spectral Force Genesis	4.6		7.0	
Last Rebellion	4.4		4.6	
DriveClub VR	6.7		7.4	
Quantum Theory	3.7		3.6	
Tornado Outbreak	6.9		7.6	
Justice League Heroes	4.3		5.7	
Space Invaders Extreme	8.4		6.8	
Mystic Heroes	6.7		8.5	
Zoids Assault	4.6		7.3	
Arslan: The Warriors of Legend	6.9		6.6	
Freestyle Metal X	6.7		8.3	
Dark Angel: Vampire Apocalypse	5.3		5.6	
Damnation	3.6		2.8	
Supreme Commander	5.6		5.7	
Transworld Snowboarding	7.4		9.2	
World Soccer Winning Eleven 8 International	9.0		8.4	
Sniper Elite	7.7		8.5	
Mahjong Cub3D	6.7		5.3	
Test Drive: Eve of Destruction	7.2		8.7	
Blazblue: Continuum Shift Extend	7.3		7.5	
Crimson Sea	7.8		8.2	
Red Bull BC One	4.8		5.3	
The Weakest Link	6.3		7.2	
Viewtiful Joe: Red Hot Rumble	6.3		6.3	
Wolfenstein: The Old Blood	7.6		7.6	
GRID Autosport	7.5		6.0	
Ikaruga	8.5		8.5	
The Suffering: Ties That Bind	7.6		9.1	
Nobunaga's Ambition: Iron Triangle	7.6		8.0	
The Mummy: Tomb of the Dragon Emperor	3.9		6.4	
Knights in the Nightmare	7.5		7.7	
Terraria	7.1		7.1	
Digimon World 4	5.5		8.1	
Spectral Force 3	5.9		7.5	
Ty the Tasmanian Tiger 3: Night of the Quinkan	6.8		8.0	
The Ant Bully	4.5		1.4	
Risen 3: Titan Lords	6.5		5.7	
Battle Fantasia	7.1		6.6	
Karaoke Revolution	8.0		8.5	
Fire Pro Wrestling Returns	7.8		8.5	
Obscure: The Aftermath	6.6		8.2	
Jimmy Neutron: Boy Genius	4.2		5.1	
Henry Hatsworth in the Puzzling Adventure	8.2		8.0	
Rollcage Stage II	8.5		8.9	
Samurai Warriors 2: Xtreme Legends	5.0		8.0	
Spider-Man: Edge of Time	6.2		5.2	
Jumper: Griffin's Story	2.8		2.5	
Forgotten Realms: Demon Stone	7.2		6.5	
Rock Band 3	7.9		5.5	
LEGO Star Wars II: The Original Trilogy	5.5		7.0	
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge	6.5		7.3	
Top Gear Rally	7.8		7.6	
Red Faction: Armageddon	7.5		6.7	
BIT.TRIP COMPLETE	8.4		8.7	
Rugby 15	2.0		3.1	
XIII	7.3		7.7	
Data East Arcade Classics	5.6		8.2	
Wizardry: Tale of the Forsaken Land	7.0		7.5	
ShellShock 2: Blood Trails	3.0		5.9	
F.E.A.R. Files	6.6		7.1	
The Smurfs 2	4.2		5.6	
Lara Croft and the Temple of Osiris	7.4		6.7	
The Sims 2: Apartment Life	7.5		7.7	
Killer7	7.0		8.1	
Age of Mythology	8.9		8.9	
Astro Boy	5.4		6.9	
Puss in Boots	7.0		7.0	
Monster House	6.9		9.0	
Cloudy With a Chance of Meatballs	6.2		6.5	
MetropolisMania	6.3		7.1	
NCAA Football 08	8.2		8.1	
Ephemeral Fantasia	4.8		6.3	
1 vs. 100	3.8		3.2	
Counter-Strike: Source	8.8		8.9	
Gray Matter	7.2		7.7	
America's Army: True Soldiers	4.3		6.7	
Raiden Fighters Aces	7.3		7.5	
NASCAR The Game: Inside Line	7.6		4.5	
Star Wars: Empire at War	7.9		8.4	
BlazBlue Central Fiction	8.5		7.6	
Sega GT Online	7.2		9.2	
Knights in the Nightmare	7.6		8.6	
Marvel Nemesis: Rise of the Imperfects	3.4		6.5	
Nano Assault	7.5		7.7	
Captain America: Super Soldier	5.1		5.0	
Onimusha Tactics	6.4		8.7	
Bomberman Jetters	7.0		7.9	
TOCA Race Driver 3	8.2		7.2	
Mad Dog McCree: Gunslinger Pack	3.1		5.0	
How to Train Your Dragon 2	4.7		4.9	
Blacksite: Area 51	5.6		6.3	
Disney's Donald Duck: Goin' Quackers	7.3		7.3	
Ultimate Brain Games	8.0		8.3	
Exit	7.7		7.7	
Harvey Birdman: Attorney at Law	6.0		7.8	
Aliens versus Predator: Extinction	6.4		7.7	
Bejeweled 3	8.2		8.1	
RTX Red Rock	4.9		5.0	
FIFA Street 2	6.3		7.1	
Smart Bomb	4.5		5.4	
Shining Force: Resurrection of the Dark Dragon	7.7		8.8	
Shining Soul II	7.4		8.3	
The Golf Club	6.6		6.3	
Hello Kitty: Roller Rescue	6.4		6.8	
Metal Slug Advance	7.9		8.3	
Pac-Man World Rally	5.7		7.8	
Blazing Angels: Squadrons of WWII	6.9		6.8	
God Eater Resurrection	7.0		7.8	
NHL 2K7	7.8		7.9	
Miami Nights: Singles in the City	4.8		7.1	
Shovel Knight	9.0		7.6	
Strider 2	6.9		8.1	
Invizimals: The Alliance	6.9		6.8	
Death Jr. and the Science Fair of Doom	4.7		7.5	
Shin Megami Tensei: Digital Devil Saga 2	8.2		7.9	
Pro Evolution Soccer 2013	8.0		6.9	
Battleborn	6.9		6.9	
Agatha Christie: Evil Under the Sun	4.6		7.3	
Don King Boxing	7.1		7.8	
Grand Prix Challenge	7.6		9.2	
FIFA Soccer 2005	7.5		7.8	
ShellShock 2: Blood Trails	3.5		4.8	
Mega Man Legacy Collection	7.7		6.1	
Knights Contract	5.1		6.0	
NHL 06	7.8		9.3	
State of Emergency 2	4.4		5.8	
Fatal Frame III: The Tormented	7.8		8.9	
Seven Samurai 20XX	5.2		7.0	
Adventure Time: The Secret of the Nameless Kingdom	6.5		5.6	
Risen 3: Titan Lords	3.6		3.7	
Tornado Outbreak	6.2		8.0	
Ninjabread Man	2.0		1.7	
Tom Clancy's Splinter Cell: Pandora Tomorrow	7.8		8.0	
Battlefield 2	9.1		8.4	
Swingerz Golf	7.2		9.3	
Titanfall 2	8.5		8.0	
Persona 4: Arena Ultimax	8.5		7.4	
Supremacy MMA	4.9		6.2	
The King of Fighters 2006	6.6		8.6	
Nobunaga's Ambition: Rise to Power	7.0		8.8	
FIFA Soccer 2003	8.6		7.8	
Major League Baseball 2K11	7.4		5.9	
The Italian Job	5.4		5.8	
Smuggler's Run: Warzones	7.9		6.9	
SafeCracker: The Ultimate Puzzle Adventure	5.6		7.8	
Warriors Orochi 3 Hyper	6.4		7.4	
NBA 10: The Inside	6.9		3.0	
PAC-MAN and the Ghostly Adventures	5.1		3.1	
Space Channel 5 Special Edition	7.9		8.6	
The Legend of Alon D'ar	4.3		6.7	
Big Mutha Truckers	6.3		8.2	
Super Robot Taisen OG Saga: Endless Frontier	7.3		9.0	
Sniper: Ghost Warrior 2	5.2		5.8	
Samurai Shodown Sen	4.6		5.2	
Samurai Western	5.8		7.6	
Looney Tunes: Acme Arsenal	4.0		6.8	
Line Rider 2: Unbound	5.9		5.6	
Harry Potter and the Sorcerer's Stone	6.2		8.3	
High Heat Major League Baseball 2004	8.3		8.4	
TimeSplitters: Future Perfect	8.2		9.1	
Warhammer 40,000: Dawn of War II - Retribution	8.0		7.8	
Incredible Crisis	8.0		7.5	
The King of Fighters EX2: Howling Blood	8.0		9.1	
Ice Age 2: The Meltdown	6.6		7.8	
Knights Contract	4.9		5.6	
Hidden Invasion	3.9		5.8	
Superman: Shadow of Apokolips	6.6		7.3	
Armored Core 3 Portable	4.3		6.7	
PAC-MAN and the Ghostly Adventures	4.9		5.1	
Batman: Dark Tomorrow	2.9		3.2	
Crush	8.3		9.0	
The First Templar	5.7		5.8	
Earth Defense Force 2017	6.9		7.7	
Tomb Raider: Legend	7.8		7.8	
RoadKill	6.8		7.4	
Game of Thrones	5.8		6.5	
From Russia With Love	6.1		6.9	
Lost Dimension	7.2		8.3	
Resident Evil 6	6.0		6.7	
Assassin's Creed: Rogue	7.4		7.5	
Taz Wanted	6.1		7.0	
Tomb Raider: Underworld	8.0		7.7	
Evolution Worlds	6.3		8.0	
Far Cry Vengeance	3.8		5.3	
Code Lyoko: Fall of X.A.N.A.	5.1		6.3	
Worms: A Space Oddity	6.4		4.3	
MLB Front Office Manager	4.9		6.5	
X Rebirth	3.3		3.3	
Song of the Deep	6.9		7.3	
World Series of Poker 2008: Battle for the Bracelets	7.4		6.7	
Super Monkey Ball Adventure	5.6		5.9	
Worms: Open Warfare	6.4		7.0	
Gadget Racers	6.7		7.4	
Phantasy Star Online Episode III: C.A.R.D. Revolution	7.1		8.2	
Assassin's Creed The Ezio Collection	7.4		7.6	
Ultimate Ghosts 'n Goblins	7.2		7.7	
Samurai Warriors 2	5.2		8.7	
TrackMania DS	7.5		6.9	
Silent Hunter III	9.0		7.9	
Alien Syndrome	5.1		6.0	
Endgame	5.7		6.8	
The Dukes of Hazzard: Return of the General Lee	4.9		7.0	
WWE Crush Hour	5.5		7.0	
Metal Gear Solid V: The Phantom Pain	9.1		7.7	
NHL Hitz 20-03	8.2		8.4	
C.O.P.: The Recruit	5.5		7.5	
Urban Reign	6.0		8.2	
Soul Bubbles	7.8		8.0	
Resident Evil 3: Nemesis	6.2		8.3	
All-Star Baseball 2004	8.0		9.2	
Bangai-O Spirits	8.3		8.1	
Valentino Rossi: The Game	7.5		8.0	
Samurai Warriors Chronicles 3	6.3		6.1	
Lost in Blue: Shipwrecked	5.4		6.0	
Madden NFL 08	7.5		7.0	
Stuart Little 3: Big Photo Adventure	7.1		7.7	
Infernal: Hell's Vengeance	3.5		5.3	
Pitfall: The Lost Expedition	7.3		8.6	
Duke Nukem: Land of the Babes	3.7		6.8	
Puchi Puchi Virus	7.3		4.2	
Need For Speed: Undercover	6.5		4.9	
Need for Speed: Most Wanted	8.2		8.5	
Zero Escape: Zero Time Dilemma	8.1		8.5	
Stella Deus: The Gate of Eternity	7.5		8.0	
Vietcong: Purple Haze	5.7		8.4	
Conflict: Desert Storm	6.2		8.4	
P.T.O. IV: Pacific Theater of Operations	7.1		6.6	
Elebits: The Adventures of Kai and Zero	7.5		8.3	
Far Cry Instincts Evolution	7.8		6.3	
Rayman Origins	8.6		8.4	
Medal of Honor: Underground	4.6		1.7	
Cosmic Family	5.4		5.7	
Dynasty Warriors 3	7.0		8.9	
Jimmie Johnson's Anything With an Engine	6.7		6.8	
MTV Music Generator 3: This Is the Remix	7.9		5.4	
Grand Ages: Medieval	6.4		7.1	
In The Groove	7.2		9.0	
The Legend of Kage 2	7.0		6.3	
Baroque	5.0		8.1	
Lost Dimension	7.1		7.3	
Magic Pengel: The Quest for Color	7.4		7.5	
Agatha Christie: And Then There Were None	5.0		6.2	
Futurama	5.9		6.6	
The History Channel: Battle for the Pacific	3.6		2.4	
Rayman 3: Hoodlum Havoc	7.5		7.9	
Superman Returns	3.3		4.9	
Super Ghouls 'n Ghosts	7.8		8.8	
Legend of the Guardians: The Owls of Ga'Hoole	6.0		8.0	
Need for Speed Underground 2	8.2		8.5	
Gladius	8.2		8.8	
The Hustle: Detroit Streets	5.1		5.3	
Blood Drive	4.7		7.0	
Escape Dead Island	4.0		3.5	
Torchlight	8.3		8.0	
Pac-Man World 3	6.1		6.0	
Rogue Trooper: Quartz Zone Massacre	7.0		8.2	
Damage Inc.: Pacific Squadron WWII	4.9		5.5	
F.E.A.R. 2: Project Origin	7.9		7.8	
Godai: Elemental Force	2.7		3.8	
Still Life	7.0		8.2	
Big Mutha Truckers 2	5.0		3.4	
I-Ninja	7.5		8.4	
The Lord of the Rings: The Battle for Middle-Earth	8.2		8.6	
Kessen III	7.3		8.1	
The King of Fighters Collection: The Orochi Saga	6.1		7.0	
Aero Elite: Combat Academy	6.4		7.0	
Wrath Unleashed	6.4		6.0	
Divinity II: Ego Draconis	7.2		7.7	
Commandos 2: Men of Courage	6.7		8.4	
Emergency 2012	6.1		6.2	
Overlord: Minions	5.8		5.5	
Fairy Fencer F: Advent Dark Force	7.1		6.2	
Alvin and the Chipmunks	3.3		4.5	
Hearts of Iron III	7.7		7.1	
Kengo: Legend of The 9	3.8		4.1	
Romance of the Three Kingdoms XI	6.9		8.4	
Hammerin' Hero	7.3		7.3	
Dark Souls III	8.9		8.6	
TMNT: Mutant Melee	4.4		2.8	
Combat: Task Force 121	4.4		8.5	
Stacked with Daniel Negreanu	6.3		5.3	
Circus Maximus: Chariot Wars	6.7		5.0	
Serious Sam: Next Encounter	6.5		7.8	
Tom Clancy's Ghost Recon 2	5.4		1.4	
Monster Racers	7.0		9.0	
Speed Zone	3.7		3.8	
James Cameron's Dark Angel	4.7		8.3	
Aqua Teen Hunger Force: Zombie Ninja Pro-Am	3.7		5.9	
Operation Darkness	4.6		7.0	
Galerians: Ash	5.0		7.9	
R-Type Command	6.9		6.5	
Haunting Ground	6.7		8.8	
Grand Kingdom	7.8		8.1	
Robocalypse	7.8		8.6	
Homie Rollerz	2.3		2.4	
Escape Dead Island	3.2		3.8	
Tom Clancy's Splinter Cell: Chaos Theory	5.0		7.0	
Romance of the Three Kingdoms IX	7.4		8.9	
Second Sight	7.5		8.0	
Operation Flashpoint: Red River	6.7		4.9	
Vanguard Bandits	6.2		7.4	
