Name	Critic_Score	Critic_Count	User_Score	User_Count
Summoner	7.4		7.8	
Soul Sacrifice	7.7		8.2	
DC Universe Online	6.7		7.4	
NBA Live 07	6.4		7.5	
IL-2 Sturmovik: Birds of Prey	8.0		8.4	
The Walking Dead: Survival Instinct	3.4		3.6	
Major League Baseball 2K10	7.6		7.6	
Alice in Wonderland	6.9		7.4	
Ratatouille	5.5		4.8	
NBA Live 2004	8.5		8.2	
Iron Man	5.6		7.0	
Alien: Isolation	7.8		7.8	
Pro Evolution Soccer 2010	8.2		8.4	
Disney's Kim Possible: Revenge of Monkey Fist	6.2		8.8	
Naruto Shippuden: Clash of Ninja Revolution 3	7.4		8.1	
Ace Combat Zero: The Belkan War	7.5		8.4	
Dragon Age: Origins	9.1		8.6	
Dynasty Warriors	6.2		7.3	
NHL 07	7.6		4.6	
SoulCalibur: Broken Destiny	8.0		6.2	
Dragon Ball: Raging Blast	5.6		7.5	
Naruto Shippuden: Ultimate Ninja Storm 3	7.0		7.7	
The BIGS	7.1		4.8	
Dragon Ball Z: Supersonic Warriors	7.3		7.0	
NBA Ballers	8.2		8.1	
Silent Hill 4: The Room	7.6		7.8	
Capcom Classics Collection	7.8		8.4	
Tiger Woods PGA Tour 13	7.7		5.6	
The Saboteur	7.3		8.2	
Sonic Riders	5.5		7.2	
Looney Tunes: Back in Action	5.1		7.5	
NHL 09	8.8		8.4	
Bully: Scholarship Edition	8.3		8.4	
WWE SmackDown vs. RAW 2007	8.1		7.8	
Midnight Club II	8.6		7.6	
Ratatouille	6.2		6.7	
Avatar: The Last Airbender	6.0		6.5	
The Mummy Returns	4.4		7.0	
Hitman: Blood Money	8.3		8.4	
Lost: Via Domus	5.4		6.9	
Crash: Mind Over Mutant	7.3		6.5	
Activision Anthology	7.5		7.7	
Picross DS	8.3		8.7	
Pro Evolution Soccer 2012	7.8		6.6	
Final Fantasy II Anniversary Edition	6.3		7.1	
Test Drive Unlimited	8.0		7.3	
Unit 13	7.1		7.5	
R.U.S.E.	7.6		7.3	
Theatrhythm: Final Fantasy	7.8		7.8	
Goldeneye 007: Reloaded	7.2		6.0	
Star Wars: Jedi Starfighter	8.1		8.3	
Tactics Ogre: The Knight of Lodis	8.8		9.1	
Sega Bass Fishing	5.9		6.3	
Dead or Alive Ultimate	8.3		8.7	
RPG Maker	6.6		8.2	
Major League Baseball 2K12	6.8		6.4	
Dance Dance Revolution Universe 2	6.5		7.4	
Burnout Revenge	8.9		8.1	
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies	6.5		7.3	
Monster Hunter	6.8		8.9	
NBA Street Homecourt	8.0		8.2	
Tony Hawk's Underground 2	8.2		8.9	
SplashDown: Rides Gone Wild	8.0		8.7	
Shrek SuperSlam	6.7		9.0	
Rayman Advance	8.4		8.4	
Fantastic 4	6.4		7.8	
Men in Black II: Alien Escape	5.0		7.3	
Alice: Madness Returns	7.0		8.1	
Madden NFL 07	8.1		8.0	
Spider-Man 2	6.1		5.0	
Ridge Racer 3D	7.5		7.2	
Picross 3D	8.3		8.4	
Dynasty Warriors: Gundam 2	5.4		7.0	
Super Monkey Ball 3D	5.5		5.5	
SpongeBob SquarePants: Creature from the Krusty Krab	5.7		5.6	
F1 2012	8.4		6.9	
Tony Hawk's Project 8	8.1		7.6	
Bleach: Soul Resurreccion	5.8		7.2	
The Matrix: Path of Neo	6.9		7.9	
Dragon Ball Z: Supersonic Warriors 2	6.6		7.6	
Sonic Lost World	5.9		6.5	
WWE Wrestlemania X8	6.4		6.9	
Boogie	5.7		5.3	
GoldenEye: Rogue Agent	6.1		7.2	
Fire Emblem: Radiant Dawn	7.8		8.7	
The Sims	8.5		7.7	
Plants vs. Zombies: Garden Warfare 2	8.1		7.7	
Grandia III	7.7		8.3	
Ace Combat: Assault Horizon	7.8		6.2	
Scarface: The World is Yours	7.6		8.4	
Resident Evil: The Mercenaries 3D	6.5		6.4	
Star Wars Battlefront: Elite Squadron	6.1		5.0	
SpongeBob SquarePants: Creature from the Krusty Krab	5.6		7.3	
Pokemon Art Academy 	7.6		7.7	
Medal of Honor	7.2		6.4	
Asphalt 3D	4.3		4.4	
Crazy Taxi	6.9		7.5	
Dragon Ball Z: Burst Limit	7.2		7.6	
Spy Hunter 2	5.7		6.4	
Sniper: Art of Victory	3.6		3.6	
Tales of Legendia	7.2		7.7	
FIFA Soccer 09	8.4		6.1	
Steel Diver	5.8		6.3	
Bravely Second: End Layer	8.1		7.4	
Alone in the Dark	5.8		5.7	
Shrek the Third	5.6		6.1	
Need for Speed: Porsche Unleashed	6.2		7.8	
Far Cry 2	8.5		5.8	
NFL Street 2	7.8		6.5	
Rock Band Unplugged	7.9		8.6	
Skylanders: SuperChargers	8.7		5.6	
You're in the Movies	5.5		5.5	
Scene It? Lights Camera Action	7.3		8.1	
MotorStorm: Apocalypse	7.7		7.7	
Dark Sector	7.2		7.5	
Tiger Woods PGA Tour 07	8.0		7.9	
Plants vs. Zombies: Garden Warfare 2	8.0		8.1	
Mario Golf: World Tour	7.8		8.2	
Secret Weapons Over Normandy	8.1		8.2	
Crash of the Titans	7.3		5.9	
Lollipop Chainsaw	7.0		7.0	
The Saboteur	7.2		8.1	
Metal Gear Rising: Revengeance	8.2		7.8	
Theme Park Roller Coaster	8.2		7.9	
NHL 16	8.0		6.0	
Midnight Club: Street Racing	5.0		5.3	
Tiger Woods PGA Tour 06	8.1		5.1	
Fortune Street	6.8		7.5	
FIFA World Cup Germany 2006	7.2		6.6	
World of Outlaws: Sprint Cars 2002	8.0		9.1	
Children of Mana	6.5		6.0	
Fantavision	7.2		6.3	
X-Men: Next Dimension	6.1		8.7	
Dynasty Warriors Gundam	6.0		6.9	
Doom 3 BFG Edition	6.7		6.5	
Spider-Man 3	5.3		5.3	
Rock Band 4	7.9		6.4	
James Bond 007: Blood Stone	6.2		7.1	
Street Fighter X Tekken	8.3		4.4	
Dark Sector	7.2		7.6	
ICO	9.0		8.8	
World of Warcraft: Warlords of Draenor	8.7		5.9	
Ford Racing Off Road	3.7		6.3	
Unreal Tournament III	8.2		7.6	
FIFA Soccer 13	6.9		6.2	
Victorious Boxers: Ippo's Road to Glory	7.5		8.0	
Valkyrie Profile 2: Silmeria	8.4		9.0	
Pinball Hall of Fame: The Williams Collection	8.2		8.8	
Hot Wheels Velocity X	5.4		7.1	
MySims Racing	6.8		7.4	
F.E.A.R. 2: Project Origin	7.9		7.9	
The Sims 2: Pets	6.5		7.3	
L.A. Rush	5.8		8.0	
Crash: Mind Over Mutant	6.0		6.5	
Viva Pinata: Trouble in Paradise	8.2		7.9	
Epic Mickey 2: The Power of Two	5.9		4.3	
NBA Ballers: Phenom	6.9		8.5	
Need for Speed Carbon	7.4		7.4	
Shadowrun	6.6		7.5	
Crazy Taxi: Fare Wars	6.4		7.1	
Warhammer 40,000: Dawn of War II	8.5		8.1	
Emergency Heroes	4.1		4.2	
FlingSmash	4.8		6.8	
Downhill Domination	7.9		8.9	
Dead Space Extraction	8.2		8.1	
Pirates of the Caribbean: Dead Man's Chest	7.0		5.6	
Silent Hill: Shattered Memories	7.9		8.0	
World Series of Poker	4.6		8.2	
Final Fantasy Crystal Chronicles: Echoes of Time	7.5		7.3	
Rise of Nightmares	5.4		7.8	
EA Sports UFC	7.0		6.3	
Spider-Man 3	7.9		6.5	
Dead or Alive 4	8.5		8.2	
Godzilla: Save the Earth	6.2		8.7	
Dance Dance Revolution: Mario Mix	6.9		8.4	
Metal Gear Solid: The Twin Snakes	8.5		9.0	
Art Academy: Lessons for Everyone	8.1		7.6	
Mat Hoffman's Pro BMX 2	7.6		9.1	
One Piece: Pirate Warriors 3	7.4		7.4	
2010 FIFA World Cup South Africa	6.9		7.4	
Two Worlds II	7.0		7.0	
SimCity Creator	6.7		6.8	
Dragon Ball Z: Collectible Card Game	6.2		5.5	
Harry Potter and the Order of the Phoenix	6.9		7.2	
The Sims 3: Ambitions	7.4		7.3	
Disney's Kim Possible 3: Team Possible	7.6		7.7	
Rygar: The Legendary Adventure	8.3		8.4	
Syphon Filter: Logan's Shadow	8.5		8.8	
Kessen II	7.1		8.3	
Brothers In Arms: Earned in Blood	7.1		7.9	
Dragon Ball Z: Sagas	4.9		5.4	
MX vs. ATV: Alive	6.1		6.7	
NBA Live 07	5.9		4.9	
Brothers In Arms: Road to Hill 30	8.2		7.6	
The Legend of Spyro: Dawn of the Dragon	5.7		6.8	
The Mark of Kri	8.0		7.9	
Need for Speed: Hot Pursuit	5.0		3.7	
Crash Nitro Kart	7.7		8.3	
Silent Hill: Downpour	6.4		6.9	
Jak and Daxter: The Lost Frontier	7.2		4.6	
Star Wars: Demolition	6.3		6.5	
Delta Force: Black Hawk Down	5.8		8.8	
.hack//Outbreak Part 3	7.0		8.7	
MX vs. ATV Untamed	6.7		6.1	
Boom Blox Bash Party	8.6		8.4	
Top Spin	8.9		8.2	
Brothers In Arms: D-Day	6.5		9.1	
The Golden Compass	4.1		4.1	
Tomb Raider: Legend	6.7		7.9	
Just Dance 2014	7.1		7.0	
Enter the Matrix	6.3		8.0	
LEGO The Hobbit	7.0		8.7	
PlayStation All-Stars Battle Royale	7.5		7.5	
The Powerpuff Girls: Relish Rampage	4.6		6.8	
Bleach: The Blade of Fate	8.3		7.5	
NFL Head Coach	6.6		6.9	
Tomb Raider: Underworld	7.0		7.2	
Area 51	7.5		8.4	
NHL 2005	7.5		8.3	
The New York Times Crosswords	7.9		6.7	
Star Wars Jedi Knight: Jedi Academy	7.6		8.7	
Dynasty Warriors: Strikeforce	6.5		6.8	
Brain Challenge	6.8		7.0	
Enemy Territory: Quake Wars	6.9		7.3	
Major League Baseball 2K11	6.9		6.8	
Burnout Dominator	7.6		8.2	
Crash of the Titans	6.9		5.8	
Red Faction: Armageddon	7.1		7.3	
Tekken Advance	8.2		8.2	
Shin Megami Tensei: Persona 3	8.6		8.4	
Pirates of the Caribbean: At World's End	5.3		7.2	
Sega Rally Revo	7.7		7.2	
Samurai Warriors: Xtreme Legends	7.2		8.6	
LEGO Rock Band	8.0		7.5	
WWE WrestleMania 21	5.6		6.9	
NBA Live 2005	8.3		6.7	
F.E.A.R. 3	7.4		7.1	
WWE Day of Reckoning	7.9		9.1	
NBA Live 10	8.0		7.7	
Harry Potter and the Deathly Hallows - Part 1	3.8		5.0	
Pro Evolution Soccer 2017	8.5		7.6	
Sled Storm	7.3		7.7	
Dead or Alive: Dimensions	7.9		8.2	
Wolfenstein: The New Order	8.1		8.2	
Deadpool	6.1		7.2	
Watch Dogs	7.7		4.7	
Mario Golf: Advance Tour	8.4		8.6	
Celebrity Sports Showdown	5.0		4.6	
F.E.A.R. 3	7.5		7.0	
Disney Guilty Party	7.8		8.0	
Warhammer 40,000: Space Marine	7.0		7.4	
Major League Baseball 2K6	7.0		5.2	
World Soccer Winning Eleven 9	8.9		7.9	
Teenage Mutant Ninja Turtles 2: Battle Nexus	4.7		7.8	
The Thing	7.8		7.4	
Van Helsing	6.4		8.5	
Mario Tennis Ultra Smash	5.8		5.3	
Virtua Tennis 4	6.9		6.6	
X-Men Legends II: Rise of Apocalypse	8.4		8.7	
Naruto Shippuden: Ultimate Ninja Storm Generations	7.4		7.2	
Skylanders: Trap Team	7.8		5.6	
Worms: Open Warfare 2	8.0		8.1	
Spawn: Armageddon	5.6		7.4	
Sid Meier's Civilization Revolution	8.0		7.7	
Tiger Woods PGA Tour 2003	8.8		8.5	
Battlefield 2: Modern Combat	8.0		8.5	
50 Cent: Bulletproof	5.0		5.9	
Tony Hawk's Proving Ground	7.3		6.6	
LEGO Star Wars II: The Original Trilogy	8.5		8.6	
Viking: Battle for Asgard	6.8		8.0	
Dragon Quest Heroes: Rocket Slime	8.3		7.6	
Dance Dance Revolution: Hottest Party 3	6.6		8.2	
G-Force	6.9		8.0	
Transformers: Fall of Cybertron	7.9		8.3	
SOCOM: U.S. Navy SEALs Fireteam Bravo 3	7.4		8.0	
MX Unleashed	8.1		9.3	
Wario World	7.1		7.2	
DmC: Devil May Cry	8.6		5.1	
FIFA Soccer 13	5.7		4.1	
The Legend of Spyro: Dawn of the Dragon	5.9		6.6	
Samurai Warriors 3	5.5		7.2	
Ben 10 Alien Force: Vilgax Attacks	6.5		4.0	
TimeSplitters 2	8.8		9.0	
Eternal Darkness: Sanity's Requiem	9.2		8.7	
Food Network: Cook or Be Cooked	5.3		6.8	
Naruto: Ultimate Ninja 3	7.5		8.7	
The Darkness	8.2		8.1	
Thrillville: Off the Rails	7.0		2.8	
Child of Eden	8.4		7.7	
Spider-Man: Shattered Dimensions	7.4		7.5	
NFL Blitz 20-03	7.3		8.6	
Eternal Sonata	8.0		7.8	
Star Wars: Jedi Starfighter	7.8		5.2	
Classic NES Series: Metroid	5.8		8.6	
Nicktoons: Attack of the Toybots	6.0		6.0	
Primal	7.3		8.6	
Ninja Gaiden 3	5.8		5.0	
Band Hero	6.5		7.0	
Need for Speed Underground 2	7.2		8.2	
SSX Tricky	8.8		8.5	
Tetris Axis	7.4		6.8	
Borderlands: The Handsome Collection	8.0		7.8	
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe	6.8		8.4	
Star Wars The Clone Wars: Republic Heroes	4.3		5.3	
NCAA Football 2004	8.8		8.8	
Bionicle	5.1		3.6	
Naruto Shippuden: Ultimate Ninja Storm Revolution	7.3		7.5	
Naughty Bear	4.3		5.5	
MLB 2002	7.6		8.1	
Deadpool	6.2		7.4	
Lego Batman 3: Beyond Gotham	7.4		7.1	
MLB 14: The Show	8.1		6.8	
Devil May Cry HD Collection	7.7		8.4	
Hyperdimension Neptunia	4.5		7.0	
TimeSplitters	8.1		8.0	
InuYasha: The Secret of the Cursed Mask	5.1		8.1	
Mega Man Zero 2	8.1		8.6	
Payday 2	7.4		6.2	
Ghostbusters: The Video Game	6.4		8.7	
Hunter: The Reckoning  Wayward	6.8		8.8	
EyeToy: AntiGrav	7.1		7.8	
EverQuest Online Adventures	7.4		8.2	
OkamiDen	8.2		7.9	
Hometown Story	4.7		6.0	
Just Dance 4	7.7		7.1	
Mobile Suit Gundam: Zeonic Front	7.1		8.8	
Dawn of Mana	5.7		6.8	
Castlevania: Dawn of Sorrow	8.9		8.5	
Max Payne 3	8.7		7.6	
Tales of the World: Radiant Mythology	6.6		7.8	
Alpha Protocol	6.4		6.9	
Rayman Legends	9.0		8.2	
Madden NFL 2003	9.2		8.5	
Disney Sing It	5.3		5.2	
Microsoft Flight Simulator X	8.0		7.6	
SEGA Classics Collection	4.6		6.7	
Crash: Mind Over Mutant	7.0		6.6	
Naruto: Ninja Council 3	5.6		6.5	
NBA Street	8.8		8.6	
Def Jam Icon	6.8		4.4	
2014 FIFA World Cup Brazil	7.4		4.4	
The Legend of Spyro: The Eternal Night	5.4		5.4	
Atelier Totori: The Adventurer of Arland	7.4		6.7	
Mega Man Battle Network	7.9		8.9	
Juiced: Eliminator	6.5		8.2	
25 to Life	3.9		4.9	
NHL 2K6	8.1		5.8	
Medal of Honor: Rising Sun	6.8		6.4	
The Sims	8.4		6.9	
Dog's Life	6.4		3.1	
Tony Hawk's American Wasteland	7.6		7.7	
Colony Wars	9.1		7.8	
All-Star Baseball 2004	7.8		7.5	
NASCAR Thunder 2002	6.9		6.9	
Batman: Arkham Origins Blackgate	6.1		6.8	
Zone of the Enders HD Collection	7.3		8.0	
2010 FIFA World Cup South Africa	7.0		6.7	
ESPN NHL 2K5	8.8		8.5	
Hot Wheels World Race	5.5		7.7	
Superman: Shadow of Apokolips	6.4		7.2	
Trials Fusion	7.9		7.2	
American Chopper	4.7		7.5	
NASCAR Kart Racing	7.0		8.1	
Guitar Hero: Smash Hits	7.1		5.9	
Lemony Snicket's A Series of Unfortunate Events	7.2		8.0	
Test Drive	7.1		8.7	
Pirates of the Caribbean: At World's End	6.1		7.0	
James Bond 007: Everything or Nothing	8.4		8.2	
NBA Live 06	8.0		7.6	
MLB 08: The Show	8.4		7.3	
Dance Dance Revolution Ultramix 2	7.8		7.1	
Mega Man Anniversary Collection	8.1		8.8	
Crash: Mind Over Mutant	4.5		5.8	
How to Train Your Dragon	5.9		7.0	
Story of Seasons	7.6		8.2	
Harry Potter and the Goblet of Fire	6.9		6.3	
Thrillville: Off the Rails	7.0		1.7	
Mega Man X6	6.5		6.8	
BloodRayne	7.5		8.5	
Castlevania: Curse of Darkness	7.0		7.5	
LEGO Rock Band	7.5		7.6	
Black	7.7		8.0	
Spec Ops: The Line	7.6		8.2	
Paper Mario: Color Splash	7.5		6.8	
Valkyrie Profile: Covenant of the Plume	7.4		6.8	
Vanquish	8.4		8.4	
TRON: Evolution	5.8		6.2	
Pirates of the Caribbean: At World's End	5.4		7.0	
Mega Man Legends 2	7.6		8.8	
Blazing Angels: Squadrons of WWII	6.6		7.9	
Attack on Titan: Humanity in Chains	4.6		4.5	
The Suffering	7.7		8.9	
Animal Crossing: Amiibo Festival	4.6		4.4	
Zone of the Enders: The 2nd Runner	8.2		8.9	
Just Dance 2014	7.5		5.5	
NFL GameDay 2004	6.5		8.7	
Condemned: Criminal Origins	8.1		8.2	
Crash of the Titans	7.0		5.9	
EA Sports UFC 2	7.6		6.0	
Tom Clancy's Rainbow Six: Lockdown	7.4		6.6	
TimeShift	7.0		7.9	
Farming Simulator 17	6.9		8.7	
Castlevania: The Dracula X Chronicles	8.0		7.8	
Tom Clancy's HAWX 2	7.0		6.8	
X-Men: The Official Game	5.2		7.5	
Terraria	8.1		7.9	
LEGO Dimensions	8.0		6.9	
Football Manager Handheld 2011	7.7		7.7	
300: March to Glory	5.5		7.1	
Marvel Super Hero Squad	6.1		2.8	
NHL 15	5.9		3.2	
Tom Clancy's The Division	7.9		5.8	
Green Day: Rock Band	7.6		6.3	
F1 2014	6.2		4.1	
Cars: Mater-National Championship	6.3		4.8	
Call of Duty: Black Ops II	8.1		6.9	
BioShock	9.6		8.5	
The Terminator: Dawn of Fate	5.8		5.7	
Medal of Honor Heroes 2	7.3		7.6	
Top Spin 4	8.4		8.2	
Armored Core 2: Another Age	7.5		8.8	
Mortal Kombat: Deadly Alliance	8.1		8.7	
NiGHTS: Journey of Dreams	6.9		8.5	
Call of Duty: Advanced Warfare	7.8		4.5	
Ed, Edd n Eddy: The Mis-Edventures	5.0		7.6	
Disney's Tarzan Untamed	5.9		7.1	
WWE All Stars	7.5		6.4	
Green Day: Rock Band	7.5		6.6	
Harry Potter and the Deathly Hallows - Part 1	5.6		6.0	
Resistance: Burning Skies	6.0		6.8	
Battlefield 2: Modern Combat	7.7		7.3	
Knockout Kings 2001	8.4		8.5	
From Russia With Love	6.9		7.6	
Fantastic Pets	6.6		7.5	
BlazBlue: Continuum Shift	8.7		8.0	
Duke Nukem Forever	5.4		5.7	
Minority Report: Everybody Runs	5.0		5.0	
Katamari Forever	7.4		8.1	
NFL GameDay 2002	6.2		8.8	
Spider-Man: Web of Shadows	6.8		8.6	
Naughty Bear	4.3		5.6	
Tak and the Power of Juju	7.1		8.2	
Six Flags Fun Park	4.3		7.1	
Beowulf: The Game	5.1		4.7	
NBA Jam	7.9		8.5	
Rune Factory 3: A Fantasy Harvest Moon	7.7		8.6	
Tales of Zestiria	7.2		6.8	
Metal Gear Solid: The Legacy Collection	9.3		9.0	
Defender	7.3		7.8	
Gauntlet: Seven Sorrows	5.9		5.7	
Harry Potter: Quidditch World Cup	6.8		8.5	
Overlord	7.6		8.3	
The Chronicles of Narnia: Prince Caspian	6.7		7.0	
Life is Strange	8.5		8.6	
Battalion Wars	7.6		8.8	
The Wonderful 101	7.8		8.5	
Asura's Wrath	7.1		7.4	
18 Wheeler: American Pro Trucker	6.1		5.7	
Wall-E	5.1		5.0	
Atari Anthology	6.6		4.3	
FIFA 14	8.7		4.6	
MLB 2006	8.1		9.0	
Ragnarok Odyssey	6.6		7.8	
The Gunstringer	7.7		8.1	
Marvel: Ultimate Alliance	7.3		7.3	
MX vs. ATV Unleashed	8.0		8.3	
FIFA Soccer 13	8.6		6.6	
Rampage: Total Destruction	5.7		6.7	
The Urbz: Sims in the City	7.3		8.4	
WWE SmackDown! vs. RAW 2006	8.1		8.5	
Mafia II	7.7		7.9	
NBA Live 2002	7.6		7.5	
Sega Superstars Tennis	6.7		7.4	
Spore Hero	6.1		7.1	
I-Ninja	7.3		8.3	
Ghostbusters: The Video Game	5.5		6.0	
Call of Duty: Finest Hour	7.4		8.9	
Naruto: Path of the Ninja	5.7		7.2	
Castlevania: Portrait of Ruin	8.5		8.3	
Suzuki TT Superbikes	7.1		8.5	
Rumble Roses	6.6		8.5	
Tomb Raider: Anniversary	7.7		8.3	
Sherlock Holmes: The Mystery of the Mummy	5.7		3.1	
Fantastic Four: Rise of the Silver Surfer	3.6		6.4	
Ultimate Spider-Man	7.7		7.4	
Juiced 2: Hot Import Nights	6.6		6.7	
LEGO The Lord of the Rings	6.1		7.6	
No More Heroes 2: Desperate Struggle	8.4		8.8	
Legends of WrestleMania	7.1		6.3	
Fishing Resort	6.9		7.0	
Armored Core V	6.5		7.3	
Mass Effect 2	9.4		8.8	
Harry Potter and the Deathly Hallows - Part 1	3.8		2.8	
The House of The Dead III	7.2		7.3	
Project X Zone	7.0		7.3	
NBA Jam	7.1		5.7	
NBA Jam	7.5		7.0	
Madden NFL Football	4.9		5.3	
Donkey Konga 2	6.9		6.0	
Transformers: Fall of Cybertron	7.7		8.2	
Alpha Protocol	6.3		7.2	
SSX 3	9.2		8.7	
Combat of Giants: Dinosaurs 3D	4.4		5.3	
Madden NFL 2005	7.9		7.6	
Final Fantasy Crystal Chronicles: The Crystal Bearers	6.6		7.6	
Until Dawn: Rush of Blood	7.2		8.0	
Sonic Lost World	6.3		7.3	
Skylanders SWAP Force	7.9		5.2	
Iron Man 2	4.1		5.2	
Star Wars The Clone Wars: Republic Heroes	4.3		6.3	
Kengo: Master of Bushido	6.2		8.4	
Blood Omen 2	6.7		8.8	
Monopoly Streets	6.4		6.1	
Condemned 2: Bloodshot	8.2		8.1	
Chessmaster	7.9		7.3	
The Darkness II	8.0		7.5	
Ice Age 2: The Meltdown	6.8		8.0	
The Sims 2	5.8		7.5	
Hitman: Blood Money	8.2		8.7	
Advance Wars: Dual Strike	9.0		9.0	
Auto Modellista	6.6		7.5	
Tom Clancy's Ghost Recon 2: Summit Strike	8.4		7.2	
Just Dance 2015	7.2		5.8	
Samurai Warriors Chronicles	6.1		7.7	
One Piece: Unlimited World Red	7.5		7.6	
EA Sports Active 2	6.8		5.4	
MotoGP 08	6.5		6.0	
Red Faction: Armageddon	7.1		7.0	
Harry Potter: Quidditch World Cup	5.3		8.3	
Dungeon Siege III	7.1		6.3	
Shin Megami Tensei: Nocturne	8.2		8.7	
Farming Simulator 2013	3.3		6.2	
ESPN College Hoops 2K5	8.6		8.3	
Looney Tunes: Acme Arsenal	3.8		3.9	
Marvel: Ultimate Alliance	7.8		7.6	
Shin Megami Tensei: Devil Survivor Overclocked	7.8		8.2	
NFL GameDay 2002	5.1		4.6	
Naruto: Clash of Ninja Revolution 2	7.2		8.4	
Turok: Evolution	7.0		7.0	
NCAA Football 08	7.7		7.9	
Sega Superstars Tennis	7.0		8.3	
Headhunter	7.4		7.8	
Viking: Battle for Asgard	6.5		7.4	
Rock Band 4	7.8		6.3	
Marvel Nemesis: Rise of the Imperfects	5.4		5.7	
Brunswick Pro Bowling	5.2		5.4	
Bratz: Rock Angelz	6.0		5.1	
FlatOut	7.0		8.5	
Battlefield 1	8.8		7.6	
SSX 3	9.2		8.7	
Metal Gear Solid: Snake Eater 3D	7.8		7.8	
LocoRoco	8.3		8.7	
Risk: Global Domination	6.0		8.8	
Deus Ex: Mankind Divided	8.4		7.6	
Grandia Xtreme	6.8		6.5	
The Incredible Hulk	5.0		6.0	
Mercenaries 2: World in Flames	4.9		7.4	
Saints Row: The Third	8.4		8.1	
Ghost Trick: Phantom Detective	8.3		9.0	
Hunter: The Reckoning	7.9		8.9	
MX vs. ATV Untamed	5.3		8.2	
Dawn of Discovery	8.2		8.8	
Get Fit with Mel B	7.3		5.8	
Pokemon Channel	5.5		6.0	
Virtua Tennis 2009	7.0		6.3	
The Dog Island	7.0		8.1	
Madagascar: Escape 2 Africa	5.6		5.8	
Need for Speed: Nitro	7.0		6.3	
Naruto Shippuden: Ultimate Ninja Heroes 3	6.1		6.6	
Age of Empires III	8.1		7.7	
EyeToy Play 2	7.8		7.0	
Dance Dance Revolution Ultramix 3	7.5		8.6	
Pro Evolution Soccer 2011 3D	7.3		6.7	
Just Dance 2014	7.7		7.1	
Wii Sports Club	6.8		7.0	
Harry Potter and the Prisoner of Azkaban	6.7		7.3	
Skylanders Giants	8.0		6.9	
GRID 2	8.2		6.6	
Super Dragon Ball Z	7.2		5.8	
Disney Sing It	5.4		3.5	
Ultimate Spider-Man	7.6		7.2	
Major League Baseball 2K6	6.6		3.9	
NBA 2K7	8.0		7.4	
Just Dance 4	6.6		7.8	
Monsters, Inc. Scream Arena	3.9		4.7	
Need for Speed: Hot Pursuit	8.6		6.7	
Rampage: Total Destruction	5.1		7.0	
High Heat Major League Baseball 2003	8.4		7.9	
Trivial Pursuit	6.6		6.4	
Kingdom Under Fire: Circle of Doom	5.5		5.9	
Spider-Man: Friend or Foe	6.2		8.3	
EA Sports MMA	7.7		6.9	
Guitar Hero On Tour: Modern Hits	7.0		6.3	
Quake 4	7.5		6.7	
Tiger Woods PGA Tour 14	7.4		3.8	
Skate	8.5		8.2	
Rage	7.9		5.2	
Custom Robo	6.5		8.1	
Prince of Persia: The Forgotten Sands	6.5		7.4	
BioShock The Collection	8.4		8.5	
Theatrhythm Final Fantasy: Curtain Call	8.3		8.2	
DiRT 2	5.1		5.5	
Pac-Man World 2	7.4		8.3	
Tomb Raider: Legend	8.0		7.3	
Rocket League	8.5		8.7	
The BIGS	6.6		7.1	
The Legend of Spyro: A New Beginning	6.8		6.8	
Juiced 2: Hot Import Nights	7.3		7.8	
Dungeon Siege III	7.2		5.9	
DiRT Rally	8.5		8.1	
NFL Street 2 Unleashed	7.3		7.4	
FIFA Street 2	5.9		7.7	
Virtua Tennis 2009	7.3		7.7	
Overlord: Dark Legend	6.8		7.9	
The Legend of Spyro: The Eternal Night	5.6		2.7	
Harry Potter and the Order of the Phoenix	5.2		7.6	
Wanted: Weapons of Fate	6.2		7.5	
Xenosaga Episode III: Also sprach Zarathustra	8.1		9.0	
Rune Factory: Frontier	7.9		8.5	
Mini Ninjas	7.9		8.3	
Naruto Shippuden: Ninja Destiny 2	5.5		5.7	
Scribblenauts: Unlimited	7.3		7.4	
Marvel: Ultimate Alliance	8.1		7.5	
The Sims 2: Castaway	7.1		8.0	
NCAA Football 07	7.5		7.9	
Fragile Dreams: Farewell Ruins of the Moon	6.7		8.3	
GoldenEye: Rogue Agent	6.0		6.7	
Need for Speed: The Run	6.9		5.8	
Dragon Ball Z: Infinite World	4.8		7.9	
Elite Beat Agents	8.7		8.6	
ESPN X Games Skateboarding	5.8		7.8	
Sid Meier's Civilization: Beyond Earth	8.1		5.5	
Castlevania: Order of Ecclesia	8.5		8.7	
Left 4 Dead 2	8.9		8.5	
Green Day: Rock Band	7.6		8.8	
Star Fox: Zero	6.9		7.4	
SAW	5.9		6.4	
Tom Clancy's HAWX 2	6.8		6.3	
High Heat Major League Baseball 2004	8.3		8.1	
Robots	5.3		6.0	
NARC	5.0		7.0	
Dragon Ball Z: Attack of the Saiyans	7.3		7.9	
Bionic Commando	7.1		7.4	
Monster Rancher 3	7.7		8.5	
The Incredibles: Rise of the Underminer	6.0		7.1	
Sword Art Online: Lost Song	7.0		7.1	
Hamtaro: Ham-Ham Heartbreak	7.2		9.3	
Okage: Shadow King	7.0		8.5	
BlazBlue: Calamity Trigger	8.6		8.5	
NBA 2K6	8.4		8.7	
