Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Tekken 6	0.96	0.776	0.136	0.336	2.2
Sonic and the Secret Rings	0.968	0.952	0.032	0.2319999999999999	2.184
The Legend of Zelda: A Link to the Past	1.4	0.416	0.264	0.08	2.16
Onimusha: Warlords	0.792	0.384	0.8720000000000001	0.112	2.16
L.A. Noire	1.2160000000000002	0.7360000000000001	0.016	0.192	2.16
Call of Duty 3	1.192	0.7360000000000001	0.016	0.216	2.16
Madden NFL 12	1.936	0.088	0.0	0.128	2.152
LEGO Star Wars II: The Original Trilogy	1.4800000000000002	0.512	0.008	0.152	2.152
Killzone: Shadow Fall	0.7120000000000001	1.064	0.064	0.312	2.152
Madden NFL 11	1.904	0.096	0.0	0.144	2.152
Burnout 3: Takedown	0.984	0.8880000000000001	0.0	0.272	2.144
Mario vs. Donkey Kong: Mini-Land Mayhem!	1.304	0.408	0.2799999999999999	0.144	2.136
Professor Layton and the Last Specter	0.224	1.112	0.544	0.256	2.136
Call Of Duty 2: Big Red One	1.184	0.7360000000000001	0.008	0.208	2.136
Medal of Honor	1.152	0.8720000000000001	0.0	0.112	2.136
Fable	1.592	0.4639999999999999	0.0	0.072	2.128
Guitar Hero: World Tour	1.4240000000000002	0.504	0.0	0.2	2.128
FIFA 17	0.344	1.64	0.0	0.136	2.12
Tom Clancy's Splinter Cell	0.92	0.8880000000000001	0.0	0.32	2.12
Need for Speed: Shift	0.5519999999999999	1.12	0.032	0.416	2.12
Medal of Honor Heroes	0.6880000000000001	0.8880000000000001	0.008	0.528	2.12
Final Fantasy XIII-2	0.6240000000000001	0.584	0.7120000000000001	0.184	2.104
Midnight Club: Street Racing	1.6	0.376	0.016	0.112	2.104
Skate 3	1.176	0.7440000000000001	0.0	0.192	2.104
ESPN NFL 2K5	1.72	0.096	0.0	0.288	2.096
Halo Wars	1.2320000000000002	0.6400000000000001	0.032	0.192	2.096
NBA 2K12	1.848	0.112	0.008	0.128	2.096
FIFA Soccer 10	0.472	1.4320000000000002	0.008	0.184	2.096
Medal of Honor	1.2480000000000002	0.6400000000000001	0.032	0.168	2.088
Harry Potter and the Chamber of Secrets	0.7200000000000001	0.976	0.032	0.352	2.088
God of War Collection	1.36	0.352	0.048	0.32	2.08
NBA Live 2005	1.624	0.168	0.0	0.2799999999999999	2.072
Mario Strikers Charged	0.8400000000000001	0.8400000000000001	0.192	0.192	2.064
FIFA Soccer 09	0.384	1.304	0.032	0.344	2.064
Style Savvy	0.496	0.656	0.768	0.144	2.064
WWE SmackDown vs. RAW 2007	1.12	0.7040000000000001	0.024	0.208	2.064
LEGO Star Wars: The Complete Saga	1.2240000000000002	0.6480000000000001	0.0	0.192	2.056
Madden NFL 08	1.7120000000000002	0.064	0.0	0.2799999999999999	2.056
Monster Hunter Freedom 2	0.296	0.216	1.4	0.144	2.056
Sonic Adventure 2 Battle	1.36	0.472	0.168	0.056	2.048
Madden NFL 13	1.688	0.176	0.0	0.184	2.048
Dragon Age: Origins	1.408	0.44	0.024	0.176	2.048
Pokémon Colosseum	0.968	0.4559999999999999	0.5599999999999999	0.056	2.032
LittleBigPlanet	0.512	0.976	0.008	0.536	2.032
Madden NFL 09	1.768	0.096	0.0	0.16	2.024
Crazy Taxi	0.904	0.8960000000000001	0.048	0.176	2.016
Art Academy	0.208	1.32	0.264	0.224	2.016
NBA 2K14	1.6800000000000002	0.152	0.0	0.184	2.016
Skylanders Giants	1.184	0.664	0.0	0.168	2.016
Deca Sports	0.8880000000000001	0.68	0.2319999999999999	0.2	2.0
Marvel: Ultimate Alliance	1.832	0.016	0.0	0.152	2.0
Mortal Kombat: Deadly Alliance	1.4480000000000002	0.416	0.0	0.12	1.992
Game Party	1.176	0.6160000000000001	0.0	0.192	1.984
Bloodborne	0.8240000000000001	0.6480000000000001	0.208	0.304	1.984
Mario Party 4	0.904	0.288	0.7360000000000001	0.056	1.976
Pure	1.104	0.672	0.0	0.2	1.976
NBA 2K13	1.384	0.344	0.04	0.216	1.976
Saints Row: The Third	0.6880000000000001	0.8320000000000001	0.144	0.304	1.976
Resistance 2	0.92	0.672	0.08	0.304	1.968
NBA 2K15	1.176	0.432	0.008	0.344	1.96
Final Fantasy Tactics	0.7440000000000001	0.096	1.072	0.048	1.96
Midnight Club: Los Angeles	1.2480000000000002	0.424	0.04	0.248	1.96
The Sims: Bustin' Out	0.8560000000000001	0.952	0.0	0.144	1.944
LEGO Harry Potter: Years 1-4	1.024	0.7440000000000001	0.0	0.176	1.944
Call of Duty: Infinite Warfare	1.168	0.592	0.0	0.176	1.936
Madden NFL 16	1.664	0.064	0.0	0.208	1.936
Tom Clancy's Rainbow Six: Vegas 2	1.2480000000000002	0.48	0.016	0.184	1.936
Need for Speed Carbon: Own the City	0.6960000000000001	0.776	0.0	0.4639999999999999	1.936
Dragon Ball Z: Budokai 2	1.304	0.176	0.408	0.048	1.928
pro evolution soccer 2011	0.2319999999999999	0.936	0.432	0.328	1.928
ATV Offroad Fury	1.656	0.208	0.0	0.064	1.928
Need for Speed: ProStreet	0.5519999999999999	0.0	0.032	1.344	1.928
Halo: Combat Evolved Anniversary	1.152	0.5599999999999999	0.032	0.176	1.92
Guitar Hero	1.336	0.488	0.024	0.056	1.904
Madden NFL 11	1.632	0.12	0.0	0.16	1.904
Dead Island	1.184	0.5519999999999999	0.0	0.16	1.896
Half-Life 2	1.824	0.016	0.064	0.0	1.896
The Incredibles	0.768	0.8640000000000001	0.032	0.24	1.896
Madden NFL 08	1.7440000000000002	0.008	0.0	0.144	1.896
Tony Hawk's Underground 2	1.0	0.6880000000000001	0.008	0.208	1.896
Zumba Fitness	1.392	0.36	0.0	0.144	1.896
Madden NFL 10	1.624	0.104	0.0	0.168	1.896
Midnight Club: Los Angeles	1.344	0.36	0.008	0.168	1.88
Kinect: Disneyland Adventures	1.384	0.344	0.016	0.136	1.88
WWE SmackDown vs Raw 2008	0.7360000000000001	0.0	0.008	1.128	1.872
The Legend of Zelda: Majora's Mask 3D	0.92	0.44	0.376	0.136	1.872
Resident Evil - Code: Veronica X	0.8640000000000001	0.5599999999999999	0.272	0.168	1.872
NBA 2K16	1.56	0.12	0.0	0.192	1.872
Kinect Sports: Season Two	1.104	0.576	0.016	0.176	1.872
James Bond 007: Everything or Nothing	0.68	0.8480000000000001	0.072	0.256	1.848
Need For Speed: High Stakes	1.2640000000000002	0.512	0.0	0.072	1.848
Guild Wars 2	0.768	0.8560000000000001	0.0	0.216	1.848
Paper Mario: Sticker Star	0.8960000000000001	0.328	0.512	0.112	1.84
Batman: Arkham Origins	0.8560000000000001	0.6400000000000001	0.032	0.304	1.832
LEGO Star Wars: The Complete Saga	0.8160000000000001	0.7200000000000001	0.0	0.288	1.832
Need for Speed Underground 2	1.104	0.6400000000000001	0.0	0.08	1.824
Pro Evolution Soccer 2010	0.24	1.016	0.368	0.208	1.824
FIFA Soccer 09	0.304	0.056	0.008	1.4560000000000002	1.824
LEGO Harry Potter: Years 1-4	0.8560000000000001	0.792	0.0	0.176	1.824
The Sims 3	1.016	0.6480000000000001	0.0	0.16	1.824
Pokemon Ranger: Shadows of Almia	0.752	0.424	0.496	0.144	1.824
Dead Island	0.8640000000000001	0.584	0.12	0.248	1.816
Kirby: Nightmare in Dream Land	0.976	0.08	0.7280000000000001	0.032	1.816
Wario Land 4	0.7200000000000001	0.584	0.432	0.072	1.808
Sonic's Ultimate Genesis Collection	1.072	0.48	0.0	0.248	1.808
Far Cry: Primal	0.48	1.0	0.048	0.2799999999999999	1.808
Battlefield 1	1.024	0.6160000000000001	0.0	0.16	1.8
Onimusha 2: Samurai's Destiny	0.496	0.352	0.8480000000000001	0.104	1.8
Paper Mario: The Thousand-Year Door	1.184	0.2	0.368	0.048	1.8
Madden NFL 12	1.544	0.12	0.0	0.136	1.8
God of War: Ascension	0.984	0.504	0.032	0.2799999999999999	1.8
Guitar Hero III: Legends of Rock	1.12	0.424	0.016	0.24	1.7920000000000005
Sonic Advance	0.952	0.568	0.176	0.104	1.7920000000000005
Super Monkey Ball: Banana Blitz	0.8400000000000001	0.7280000000000001	0.032	0.192	1.7920000000000005
New Super Luigi U	1.0	0.496	0.144	0.144	1.7920000000000005
Spyro: Season of Ice	1.032	0.664	0.0	0.088	1.784
Dissidia: Final Fantasy	0.408	0.4	0.7280000000000001	0.248	1.784
Madden NFL 25	1.584	0.048	0.0	0.152	1.784
Borderlands 2	0.8400000000000001	0.576	0.08	0.2799999999999999	1.784
Prince of Persia: The Sands of Time	0.7040000000000001	0.8240000000000001	0.0	0.248	1.7760000000000002
Monster Hunter Tri	0.52	0.32	0.8400000000000001	0.088	1.7760000000000002
LEGO Marvel Super Heroes	0.992	0.6320000000000001	0.0	0.152	1.7760000000000002
Tom Clancy's Rainbow Six: Siege	0.44	0.952	0.112	0.264	1.768
Star Wars: The Force Unleashed	0.808	0.68	0.0	0.2799999999999999	1.768
Guitar Hero II	1.608	0.016	0.0	0.136	1.7600000000000002
Forza Motorsport 5	0.968	0.6320000000000001	0.008	0.152	1.7600000000000002
Rock Band 2	1.4240000000000002	0.192	0.0	0.144	1.7600000000000002
Need for Speed: Hot Pursuit	0.8240000000000001	0.768	0.0	0.168	1.7600000000000002
LEGO Indiana Jones: The Original Adventures	1.12	0.472	0.0	0.16	1.7600000000000002
BioShock 2	1.16	0.432	0.016	0.152	1.7600000000000002
Star Wars: Knights of the Old Republic	1.344	0.352	0.0	0.064	1.752
Madden NFL 15	1.2320000000000002	0.2	0.0	0.32	1.752
Pro Evolution Soccer 2012	0.272	0.768	0.44	0.264	1.752
Saints Row	0.936	0.6160000000000001	0.016	0.176	1.7440000000000002
ATV Offroad Fury 2	1.536	0.16	0.0	0.048	1.7440000000000002
FIFA 15	0.48	1.136	0.0	0.128	1.7440000000000002
Tom Clancy's The Division	1.032	0.544	0.0	0.16	1.7280000000000002
Final Fantasy XIII	1.024	0.536	0.008	0.168	1.7280000000000002
The Sims: House Party	0.984	0.664	0.0	0.08	1.7280000000000002
Scribblenauts	1.336	0.24	0.016	0.144	1.7280000000000002
Sonic Unleashed	1.008	0.536	0.016	0.168	1.7280000000000002
Pokemon Ranger	1.024	0.024	0.584	0.096	1.72
Overwatch	0.6480000000000001	0.68	0.12	0.264	1.7120000000000002
Hitman: Absolution	0.472	0.8400000000000001	0.056	0.352	1.7120000000000002
Call of Duty: Roads to Victory	0.416	0.8160000000000001	0.0	0.472	1.704
Dance Dance Revolution Extreme	0.8320000000000001	0.6480000000000001	0.0	0.216	1.704
Final Fantasy Tactics Advance	0.656	0.296	0.7120000000000001	0.04	1.704
Your Shape featuring Jenny McCarthy	1.192	0.368	0.0	0.144	1.6960000000000002
Project Gotham Racing	1.096	0.488	0.04	0.072	1.6960000000000002
NBA 2K12	1.2960000000000005	0.208	0.04	0.144	1.688
Need for Speed: Hot Pursuit 2	1.344	0.248	0.016	0.072	1.688
Dynasty Warriors 4	0.504	0.168	0.904	0.104	1.688
NBA 2K14	1.152	0.248	0.032	0.256	1.688
Parasite Eve	0.752	0.056	0.8400000000000001	0.032	1.6800000000000002
Tetris DS	0.504	0.04	1.08	0.064	1.6800000000000002
Battlefield: Hardline	0.568	0.752	0.112	0.256	1.6800000000000002
Mortal Kombat	1.304	0.248	0.0	0.128	1.6800000000000002
Borderlands	0.96	0.48	0.0	0.2319999999999999	1.672
Devil May Cry 3: Dante's Awakening	0.792	0.504	0.2319999999999999	0.152	1.672
NBA 2K11	1.4720000000000002	0.096	0.008	0.104	1.672
Dying Light	0.768	0.536	0.096	0.272	1.672
Dead Rising	0.928	0.512	0.064	0.16	1.664
World of Warcraft: Cataclysm	1.416	0.256	0.0	0.0	1.664
Tetris Worlds	0.8880000000000001	0.568	0.0	0.216	1.664
Final Fantasy III	0.7120000000000001	0.032	0.8560000000000001	0.072	1.664
Mario Party 5	0.776	0.264	0.584	0.048	1.664
Portal 2	1.128	0.392	0.008	0.136	1.664
Mario Sports Mix	0.7040000000000001	0.352	0.504	0.096	1.664
Need for Speed: Most Wanted 5-1-0	1.416	0.096	0.016	0.136	1.656
The Sims 2: Pets	0.7360000000000001	0.7440000000000001	0.0	0.176	1.656
Dance Dance Revolution: Hottest Party	1.08	0.416	0.0	0.152	1.656
DriveClub	0.288	1.104	0.016	0.248	1.656
UFC 2009 Undisputed	1.184	0.312	0.0	0.152	1.648
Metal Gear Solid: Peace Walker	0.368	0.328	0.768	0.192	1.648
Kingdom Hearts: Birth by Sleep	0.504	0.328	0.6000000000000001	0.208	1.648
SoulCalibur II	0.8480000000000001	0.496	0.104	0.2	1.648
Need for Speed: ProStreet	0.8320000000000001	0.6320000000000001	0.008	0.168	1.64
Sonic Mega Collection	1.176	0.384	0.04	0.048	1.64
Need For Speed: Undercover	0.504	0.8	0.04	0.304	1.64
SOCOM: U.S. Navy SEALs: Combined Assault	1.392	0.016	0.0	0.224	1.632
Peter Jackson's King Kong: The Official Game of the Movie	0.568	0.8160000000000001	0.0	0.248	1.632
Need for Speed: ProStreet	0.584	0.7280000000000001	0.032	0.288	1.632
Donkey Kong Country	0.96	0.384	0.2319999999999999	0.056	1.632
Dance Central 2	1.16	0.328	0.008	0.128	1.632
Carnival Games	0.968	0.504	0.0	0.152	1.624
NBA Live 2004	1.2560000000000002	0.144	0.0	0.216	1.624
Call of Duty 2	1.4560000000000002	0.032	0.008	0.128	1.624
Rayman Raving Rabbids: TV Party	0.576	0.8640000000000001	0.0	0.184	1.624
Pokémon Mystery Dungeon: Blue Rescue Team	0.92	0.032	0.664	0.0	1.616
Dark Souls	0.6000000000000001	0.408	0.432	0.176	1.616
Just Dance 3	1.176	0.312	0.0	0.128	1.616
Battlefield 4	1.0	0.4639999999999999	0.0	0.152	1.616
Fire Emblem: Awakening	0.7200000000000001	0.36	0.432	0.104	1.608
Need for Speed: The Run	0.4639999999999999	0.8320000000000001	0.024	0.288	1.608
Dragon Age: Inquisition	0.584	0.7040000000000001	0.064	0.256	1.608
Dead Space	0.8400000000000001	0.528	0.0	0.2319999999999999	1.6
Mortal Kombat vs. DC Universe	1.184	0.224	0.0	0.184	1.6
TouchMaster	0.384	1.016	0.0	0.192	1.6
Tenchu: Stealth Assassins	0.76	0.512	0.216	0.104	1.592
Harry Potter and the Chamber of Secrets	0.968	0.512	0.04	0.072	1.592
Kingdom Hearts 358/2 Days	0.8480000000000001	0.208	0.424	0.104	1.584
Skate 3	0.6320000000000001	0.7040000000000001	0.0	0.256	1.584
Need for Speed Rivals	0.584	0.7360000000000001	0.024	0.24	1.584
Spyro: Enter the Dragonfly	0.592	0.76	0.0	0.224	1.576
Devil May Cry 2	0.568	0.4639999999999999	0.408	0.136	1.576
Hot Shots Golf: Open Tee	0.4	0.4	0.504	0.264	1.568
Forza Horizon	0.656	0.7440000000000001	0.032	0.144	1.568
Tom Clancy's Rainbow Six: Vegas	0.8720000000000001	0.52	0.016	0.16	1.56
Crash Nitro Kart	0.592	0.808	0.0	0.16	1.56
Resident Evil 6	0.8960000000000001	0.48	0.056	0.128	1.56
Grand Theft Auto: San Andreas	1.008	0.488	0.0	0.072	1.56
NBA Street Vol. 2	1.352	0.16	0.0	0.048	1.56
Def Jam Vendetta	0.76	0.592	0.0	0.2	1.552
Kirby Squeak Squad	0.6240000000000001	0.016	0.8400000000000001	0.064	1.552
Burnout Paradise	0.808	0.496	0.016	0.2319999999999999	1.552
The Sims 3	0.584	0.7120000000000001	0.016	0.24	1.552
FIFA Soccer 09	0.392	1.008	0.008	0.144	1.552
Dragon Ball Z: Budokai 3	0.8720000000000001	0.12	0.52	0.032	1.552
Call of Duty: World at War	0.936	0.4639999999999999	0.0	0.144	1.552
Tom Clancy's Ghost Recon	1.136	0.32	0.0	0.096	1.552
BioShock Infinite	0.976	0.432	0.016	0.128	1.544
X-Men Legends	0.8	0.576	0.0	0.168	1.544
Mortal Kombat vs. DC Universe	1.2240000000000002	0.184	0.0	0.128	1.544
Destiny: The Taken King	0.6240000000000001	0.6320000000000001	0.032	0.248	1.544
Red Faction	0.6080000000000001	0.768	0.0	0.16	1.536
The Sims: Makin' Magic	0.8240000000000001	0.6400000000000001	0.0	0.072	1.536
Mario Party: Island Tour	0.496	0.512	0.44	0.088	1.536
MX Unleashed	0.752	0.584	0.0	0.2	1.536
PaRappa The Rapper	0.208	0.128	1.168	0.024	1.536
Guitar Hero: World Tour	0.8800000000000001	0.44	0.0	0.216	1.536
Need for Speed: Shift	0.584	0.768	0.008	0.176	1.528
Diablo III	0.576	0.6000000000000001	0.12	0.2319999999999999	1.528
LittleBigPlanet 3	0.528	0.7440000000000001	0.008	0.248	1.528
Star Wars Rogue Leader: Rogue Squadron II	0.8240000000000001	0.6000000000000001	0.024	0.072	1.52
Mario Super Sluggers	1.184	0.0	0.2319999999999999	0.096	1.512
Monopoly	0.6880000000000001	0.664	0.0	0.16	1.512
Madden NFL 09	1.2480000000000002	0.112	0.0	0.144	1.504
Batman: Arkham Origins	0.92	0.448	0.0	0.136	1.504
Game Party 2	1.024	0.344	0.0	0.136	1.504
Mortal Kombat: Deception	0.7360000000000001	0.576	0.0	0.192	1.504
NBA 2K17	1.0	0.216	0.016	0.272	1.504
Toy Story Mania!	0.8320000000000001	0.528	0.0	0.144	1.504
Star Fox Adventures	0.768	0.424	0.24	0.072	1.4960000000000002
Madden NFL 25	1.2800000000000002	0.024	0.0	0.192	1.4960000000000002
Dynasty Warriors 3	0.424	0.128	0.8560000000000001	0.08	1.4960000000000002
Madden NFL 06	1.4	0.024	0.0	0.064	1.4880000000000002
Shrek 2	0.8960000000000001	0.5519999999999999	0.024	0.016	1.4880000000000002
The Legend of Dragoon	0.752	0.352	0.312	0.08	1.4880000000000002
Star Wars: The Force Unleashed	0.8880000000000001	0.448	0.0	0.144	1.4880000000000002
NBA Live 2002	0.7280000000000001	0.568	0.0	0.192	1.4880000000000002
Just Cause 3	0.376	0.8240000000000001	0.056	0.224	1.4880000000000002
Chrono Cross	0.496	0.336	0.5519999999999999	0.096	1.4880000000000002
Jak 3	1.064	0.392	0.0	0.024	1.4800000000000002
Kingdom Hearts: Chain of Memories	1.008	0.144	0.2799999999999999	0.048	1.4800000000000002
Max Payne 3	0.472	0.7120000000000001	0.048	0.24	1.4800000000000002
LEGO Marvel Super Heroes	0.6160000000000001	0.6080000000000001	0.008	0.2319999999999999	1.4720000000000002
Phineas and Ferb	1.056	0.296	0.0	0.12	1.4720000000000002
NCAA Football 06	1.2240000000000002	0.04	0.0	0.2	1.4720000000000002
Rayman Raving Rabbids 2	0.656	0.656	0.0	0.16	1.4640000000000002
Kirby: Triple Deluxe	0.488	0.272	0.6320000000000001	0.072	1.4640000000000002
Sonic Classic Collection	0.7360000000000001	0.584	0.0	0.136	1.4640000000000002
inFAMOUS 2	0.8400000000000001	0.376	0.064	0.176	1.4560000000000002
World of Warcraft: Mists of Pandaria	0.672	0.6080000000000001	0.0	0.176	1.4560000000000002
Namco Museum	1.384	0.056	0.0	0.016	1.4560000000000002
The Sims: Hot Date	1.4480000000000002	0.0	0.0	0.0	1.4560000000000002
Demon's Souls	0.776	0.264	0.2799999999999999	0.136	1.4560000000000002
The Orange Box	0.8720000000000001	0.424	0.016	0.136	1.4560000000000002
DDRMAX2: Dance Dance Revolution	0.8400000000000001	0.472	0.0	0.144	1.4480000000000002
Virtua Fighter 4	0.6240000000000001	0.352	0.448	0.032	1.4480000000000002
Mafia III	0.336	0.8640000000000001	0.024	0.224	1.4480000000000002
Sly 2: Band of Thieves	0.7040000000000001	0.5519999999999999	0.0	0.184	1.4480000000000002
Sonic Advance 2	0.7440000000000001	0.472	0.168	0.056	1.4400000000000002
Madden NFL 07	1.328	0.0	0.008	0.104	1.4400000000000002
NBA 2K11	1.128	0.16	0.024	0.128	1.4400000000000002
Forza Motorsport 6	0.584	0.7200000000000001	0.024	0.112	1.4400000000000002
The Evil Within	0.44	0.6880000000000001	0.088	0.216	1.4320000000000002
Metroid Prime 3: Corruption	0.7120000000000001	0.592	0.056	0.072	1.4320000000000002
Midnight Club II	1.0	0.2319999999999999	0.0	0.192	1.4240000000000002
The Getaway: Black Monday	0.312	0.808	0.016	0.288	1.4240000000000002
50 Cent: Bulletproof	0.68	0.6080000000000001	0.0	0.128	1.416
Dead or Alive 3	0.952	0.2319999999999999	0.192	0.048	1.416
Dragon Quest Monsters: Joker	0.184	0.016	1.192	0.016	1.408
LEGO Star Wars III: The Clone Wars	0.808	0.48	0.0	0.12	1.408
UFC 2009 Undisputed	0.8560000000000001	0.352	0.008	0.192	1.408
The SpongeBob SquarePants Movie	0.8480000000000001	0.432	0.0	0.128	1.408
Golden Sun	0.7440000000000001	0.304	0.32	0.048	1.408
Def Jam: Fight for NY	0.6880000000000001	0.536	0.0	0.176	1.408
Tom Clancy's Ghost Recon	0.984	0.368	0.0	0.056	1.408
State of Emergency	0.6880000000000001	0.536	0.0	0.176	1.408
The Urbz: Sims in the City	0.416	0.76	0.0	0.2319999999999999	1.408
Star Wars: Starfighter	0.488	0.6960000000000001	0.016	0.208	1.408
Star Wars: Battlefront	0.992	0.36	0.0	0.056	1.4
Madden NFL 17	1.0	0.136	0.0	0.256	1.4
Just Cause 2	0.36	0.7360000000000001	0.048	0.256	1.4
FIFA Soccer 08	0.2799999999999999	0.8480000000000001	0.016	0.248	1.4
Crackdown	0.8	0.424	0.024	0.144	1.4
Wii Party U	0.24	0.448	0.672	0.04	1.4
Dance Dance Revolution X	0.68	0.528	0.008	0.176	1.4
Xenosaga Episode I: Der Wille zur Macht	0.504	0.392	0.36	0.136	1.392
Kinect Star Wars	0.8400000000000001	0.416	0.024	0.112	1.392
Dragon's Dogma	0.328	0.352	0.576	0.136	1.392
The Order: 1886	0.488	0.6240000000000001	0.048	0.216	1.392
SSX Tricky	0.68	0.528	0.0	0.176	1.384
Knack	0.344	0.544	0.336	0.16	1.384
Dragon Quest VI: Realms of Revelation	0.16	0.112	1.08	0.024	1.384
Crash Bandicoot: The Huge Adventure	0.76	0.5599999999999999	0.0	0.064	1.384
Hitman: Absolution	0.544	0.7040000000000001	0.008	0.136	1.384
The Crew	0.2799999999999999	0.8640000000000001	0.024	0.208	1.376
NBA 2K15	1.096	0.144	0.0	0.144	1.376
Madden NFL 2005	1.2880000000000005	0.024	0.0	0.064	1.376
Star Ocean: Till The End of Time	0.6400000000000001	0.168	0.44	0.12	1.376
Call of Duty: Modern Warfare 3	0.328	0.784	0.0	0.256	1.376
Dishonored	0.8480000000000001	0.4	0.008	0.112	1.368
The Beatles: Rock Band	0.936	0.312	0.0	0.12	1.368
Ace Combat 5: The Unsung War	0.7040000000000001	0.272	0.256	0.144	1.368
Need for Speed Underground	0.8720000000000001	0.44	0.0	0.056	1.368
Deal or No Deal	0.92	0.32	0.0	0.12	1.36
Portal 2	0.664	0.48	0.016	0.192	1.36
NCAA Football 07	1.128	0.04	0.0	0.184	1.36
The Sims 3: Late Night Expansion Pack	0.472	0.6960000000000001	0.0	0.184	1.36
No Man's Sky	0.504	0.6080000000000001	0.024	0.216	1.36
SOCOM 3: U.S. Navy SEALs	0.976	0.272	0.032	0.08	1.352
BioShock Infinite	0.576	0.52	0.032	0.224	1.352
Harry Potter and the Sorcerer's Stone	0.6960000000000001	0.528	0.064	0.064	1.352
Dragon Ball Z: The Legacy of Goku	1.2160000000000002	0.096	0.0	0.04	1.352
Resident Evil 4	0.784	0.336	0.176	0.048	1.352
Need For Speed: Undercover	0.6320000000000001	0.5599999999999999	0.008	0.144	1.344
Sonic Colors	0.7360000000000001	0.48	0.008	0.12	1.344
Saints Row 2	0.7040000000000001	0.432	0.016	0.2	1.344
Sid Meier's Civilization V	0.784	0.416	0.0	0.136	1.344
The Sims: Superstar	1.336	0.0	0.0	0.0	1.344
Metroid Fusion	0.944	0.216	0.136	0.048	1.344
We Ski	0.776	0.32	0.112	0.12	1.336
Star Wars Battlefront: Renegade Squadron	0.7200000000000001	0.368	0.0	0.256	1.336
