Name	Platform	Year_of_Release	Genre	Publisher	Developer	Rating
Baseball Advance	GBA	2002.0	Sports	Sega		E
Nitrobike	Wii	2008.0	Racing	Ubisoft		E10+
Hulk Hogan's Main Event	X360	2011.0	Fighting	505 Games		T
Retro Atari Classics	DS	2005.0	Misc	Atari		E
Need for Speed Underground 2	DS	2005.0	Racing	Electronic Arts		E
Ys: The Ark of Napishtim	PS2	2005.0	Role-Playing	Konami Digital Entertainment		T
Divinity II: The Dragon Knight Saga	X360	2010.0	Role-Playing	Focus Home Interactive		M
NHL 2K8	X360	2007.0	Sports	Take-Two Interactive		E10+
Puzzle Kingdoms	DS	2009.0	Puzzle	Zoo Digital Publishing		E10+
Life is Strange	XOne	2016.0	Adventure	Square Enix		M
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon	PS2	2008.0	Role-Playing	Atlus		M
X-Blades	PS3	2009.0	Action	SouthPeak Games		M
Army Men: Green Rogue	PS2	2001.0	Action	3DO		T
Chessmaster	XB	2004.0	Misc	Ubisoft		E
Peter Jackson's King Kong: The Official Game of the Movie	DS	2005.0	Action	Ubisoft		T
Superman: The Man of Steel	XB	2002.0	Action	Atari		T
Kororinpa: Marble Mania	Wii	2006.0	Puzzle	Nintendo		E
NHL 2003	GC	2002.0	Sports	Electronic Arts		E
Chicken Run	PS	2000.0	Adventure	Eidos Interactive		E
Fatal Inertia	X360	2007.0	Racing	Tecmo Koei		E10+
Phantom Brave: We Meet Again	Wii	2009.0	Role-Playing	Nippon Ichi Software		T
WWE Survivor Series	GBA	2004.0	Fighting	THQ		T
Kung-Fu: High Impact	X360	2011.0	Action	Black Bean Games		T
Tomb Raider: Legend	XB	2006.0	Action	Eidos Interactive		T
Ninjatown	DS	2008.0	Strategy	SouthPeak Games		E
Warcraft III: Reign of Chaos	PC	2002.0	Strategy	Vivendi Games		T
Frogger Beyond	GC	2002.0	Platform	Konami Digital Entertainment		E
RPG Maker II	PS2	2002.0	Role-Playing	Enterbrain		E
Alone in the Dark: Inferno	PS3	2008.0	Adventure	Atari		M
Gravity Rush Remastered	PS4	2015.0	Action	Sony Computer Entertainment		T
Destruction Derby Arenas	PS2	2004.0	Racing	Sony Computer Entertainment		T
Dengeki Bunko Fighting Climax	PSV	2014.0	Fighting	Sega		T
MLB Power Pros 2008	Wii	2008.0	Sports	Konami Digital Entertainment		E
Rumble Roses XX	X360	2006.0	Fighting	Konami Digital Entertainment		M
Total War: WARHAMMER	PC	2016.0	Strategy	Sega		T
Shaman King: Power of Spirit	PS2	2004.0	Adventure	Konami Digital Entertainment		T
Anno 1701: Dawn of Discovery	DS	2007.0	Simulation	Touchstone		E
The BIGS 2	PS3	2009.0	Sports	Take-Two Interactive		E10+
LEGO Legends of Chima: Laval's Journey	PSV	2013.0	Adventure	Warner Bros. Interactive Entertainment		E10+
Dead to Rights: Reckoning	PSP	2005.0	Shooter	Electronic Arts		M
NBA 08	PS3	2007.0	Sports	Sony Computer Entertainment		E
Mission: Impossible - Operation Surma	XB	2003.0	Platform	Atari		T
Legendary	PS3	2008.0	Shooter	Atari		M
Batman: Arkham Knight	PC	2015.0	Action	Warner Bros. Interactive Entertainment		M
Disney's Kim Possible: Kimmunicator	DS	2005.0	Platform	Disney Interactive Studios		E
Mega Man Anniversary Collection	XB	2005.0	Platform	Capcom		E
Diablo II	PC	2000.0	Role-Playing	Havas Interactive		M
F1 2011	PSV	2011.0	Racing	Codemasters		E
Drakengard 2	PS2	2005.0	Role-Playing	Ubisoft		M
Sonic Riders	XB	2006.0	Racing	Sega		E
Shrek Super Party	XB	2002.0	Misc	TDK Mediactive		E
Venetica	X360	2010.0	Role-Playing	DTP Entertainment		T
Persona 4: Arena	X360	2012.0	Fighting	Atlus		T
Cabela's Alaskan Adventure	X360	2006.0	Sports	Activision		T
Heroes of the Pacific	XB	2005.0	Simulation	Codemasters		T
RollerCoaster Tycoon	XB	2003.0	Strategy	Atari		E
NightCaster	XB	2002.0	Action	Microsoft Game Studios		T
FIFA World Cup Germany 2006	GC	2006.0	Sports	Electronic Arts		E
Hitman 2: Silent Assassin	GC	2003.0	Action	Eidos Interactive		M
Ape Escape 3	PS2	2005.0	Platform	Sony Computer Entertainment		E10+
Crouching Tiger, Hidden Dragon	PS2	2003.0	Action	Ubisoft		T
Final Fantasy XIV: Heavensward	PS4	2015.0	Action	Square Enix		T
Secret Agent Clank	PSP	2008.0	Platform	Sony Computer Entertainment		E10+
Whiplash	PS2	2003.0	Racing	Eidos Interactive		T
Watch Dogs	WiiU	2014.0	Action	Ubisoft		M
BlazBlue: Continuum Shift II	PSP	2011.0	Fighting	PQube		T
Summon Night: Twin Age	DS	2007.0	Role-Playing	Banpresto		E10+
Spider-Man: Battle for New York	DS	2006.0	Platform	Activision		E10+
Game Party: Champions	WiiU	2012.0	Action	Warner Bros. Interactive Entertainment		E
Otogi: Myth of Demons	XB	2002.0	Action	Sega		T
Alter Echo	PS2	2003.0	Shooter	THQ		T
Green Lantern: Rise of the Manhunters	3DS	2011.0	Action	Warner Bros. Interactive Entertainment		E10+
Puzzle de Harvest Moon	DS	2007.0	Puzzle	Natsume		E
Shin Megami Tensei: Digital Devil Saga	PS2	2004.0	Role-Playing	Ghostlight		M
Deception IV: Blood Ties	PSV	2014.0	Action	Tecmo Koei		M
Rango: The Video Game	X360	2011.0	Action	Electronic Arts		E10+
One Piece: Unlimited World Red	PSV	2014.0	Action	Namco Bandai Games		T
Cabela's Dangerous Hunts 2009	PS3	2008.0	Sports	Activision Value		T
Teenage Mutant Ninja Turtles 2: Battle Nexus	XB	2004.0	Action	Konami Digital Entertainment		T
Tom Clancy's Splinter Cell: Double Agent	Wii	2006.0	Action	Ubisoft		M
Eat Lead: The Return of Matt Hazard	PS3	2009.0	Shooter	D3Publisher		T
Backyard Baseball	GC	2003.0	Sports	Infogrames		E
Star Wars: Lethal Alliance	PSP	2006.0	Action	Ubisoft		T
Naruto Shippuden: Kizuna Drive	PSP	2010.0	Action	Namco Bandai Games		T
Sega GT	DC	2000.0	Racing	Sega		E
Steel Battalion: Heavy Armor	X360	2012.0	Misc	Capcom		M
Green Lantern: Rise of the Manhunters	X360	2011.0	Action	Warner Bros. Interactive Entertainment		T
Legends of Wrestling	GC	2002.0	Fighting	Acclaim Entertainment		T
All-Star Baseball 2004	XB	2003.0	Sports	Acclaim Entertainment		E
Dokapon Kingdom	Wii	2008.0	Role-Playing	Sting		E10+
Onechanbara: Bikini Samurai Squad	X360	2006.0	Action	D3Publisher		M
Portal Runner	PS2	2001.0	Platform	3DO		E
Warriors Orochi 2	PS2	2008.0	Action	Tecmo Koei		T
Hyperdevotion Noire: Goddess Black Heart	PSV	2014.0	Role-Playing	Idea Factory		T
Spartan: Total Warrior	XB	2005.0	Action	Sega		M
City Crisis	PS2	2001.0	Simulation	Take-Two Interactive		E
Advent Rising	XB	2005.0	Action	THQ		T
NBA 2K13	WiiU	2012.0	Sports	Take-Two Interactive		E
7 Wonders of the Ancient World	DS	2007.0	Puzzle	Funsta		E
X-Men: Next Dimension	GC	2002.0	Fighting	Activision		T
Dynasty Warriors 5 Empires	X360	2006.0	Action	Tecmo Koei		T
Burnout	XB	2002.0	Racing	Acclaim Entertainment		E
Baroque	PS2	2007.0	Role-Playing	Rising Star Games		T
Jurassic: The Hunted	X360	2009.0	Shooter	Activision		T
Hour of Victory	X360	2007.0	Shooter	Midway Games		T
Indianapolis 500 Legends	Wii	2007.0	Racing	Destineer		E
Crash Tag Team Racing	XB	2005.0	Racing	Vivendi Games		E10+
Freedom Fighters	GC	2003.0	Shooter	Electronic Arts		T
Mega Man X Collection	GC	2006.0	Misc	Capcom		E
Quantum Redshift	XB	2002.0	Racing	Microsoft Game Studios		T
Smash Court Tennis Pro Tournament 2	PS2	2004.0	Sports	Sony Computer Entertainment		E
Brothers in Arms: Double Time	Wii	2008.0	Shooter	Ubisoft		M
Armed and Dangerous	XB	2003.0	Shooter	LucasArts		T
Project CARS	PC	2015.0	Racing	Slightly Mad Studios		E
Teenage Mutant Ninja Turtles: Arcade Attack	DS	2009.0	Action	Ubisoft		E10+
Just Cause 2	PC	2010.0	Action	Square Enix		M
Crush3D	3DS	2012.0	Platform	Sega		E10+
NeverDead	PS3	2012.0	Shooter	Konami Digital Entertainment		M
Mega Man X: Command Mission	GC	2004.0	Role-Playing	Capcom		E
Need for Speed: ProStreet	DS	2007.0	Racing	Electronic Arts		E
DiRT Rally	XOne	2016.0	Racing	Codemasters		E
NHL 2K7	PS3	2006.0	Sports	Take-Two Interactive		E10+
Worms 3D	PS2	2003.0	Strategy	Sega		T
Gladiator Begins	PSP	2010.0	Action	PQube		M
Sleeping Dogs	PC	2012.0	Action	Square Enix 		M
Impossible Mission	DS	2007.0	Platform	System 3 Arcade Software		E
Strikers 1945	PS	1998.0	Shooter	Midas Interactive Entertainment		E
Pryzm Chapter One: The Dark Unicorn	PS2	2002.0	Adventure	TDK Mediactive		T
Eat Lead: The Return of Matt Hazard	X360	2009.0	Shooter	D3Publisher		T
Guilty Gear X	PS2	2001.0	Fighting	Sammy Corporation		T
Obscure: The Aftermath	Wii	2008.0	Action	Playlogic Game Factory		M
Disney's PK: Out of the Shadows	PS2	2002.0	Platform	Ubisoft		E
Conception II: Children of the Seven Stars	3DS	2013.0	Role-Playing	Screenlife		M
Puzzle Quest: Challenge of the Warlords	PS2	2007.0	Puzzle	D3Publisher		E10+
Chessmaster: The Art of Learning	PSP	2008.0	Misc	Ubisoft		E
Makai Kingdom: Chronicles of the Sacred Tome	PS2	2005.0	Role-Playing	Tecmo Koei		T
Lemony Snicket's A Series of Unfortunate Events	XB	2004.0	Platform	Activision		E
Neopets Petpet Adventures: The Wand of Wishing	PSP	2006.0	Adventure	Sony Computer Entertainment		E
Bomberman Party Edition	PS	1998.0	Puzzle	Virgin Interactive		E
Ice Age: Dawn of the Dinosaurs	X360	2009.0	Action	Activision		E10+
Star Trek: Conquest	Wii	2007.0	Strategy	Bethesda Softworks		E
Major League Baseball 2K8 Fantasy All-Stars	DS	2008.0	Sports	Take-Two Interactive		E
Madden NFL 06	DS	2005.0	Sports	Electronic Arts		E
Red Faction II	XB	2003.0	Shooter	THQ		M
Voodoo Vince	XB	2003.0	Platform	Microsoft Game Studios		T
Everybody Dance	PS3	2011.0	Misc	Sony Computer Entertainment		T
Blackwater	X360	2011.0	Shooter	505 Games		T
Tom Clancy's Ghost Recon	Wii	2010.0	Shooter	Ubisoft		T
Chase: Hollywood Stunt Driver	XB	2002.0	Racing	BAM! Entertainment		T
Thor: God of Thunder	DS	2011.0	Action	Sega		E10+
The X Files: Resist or Serve	PS2	2004.0	Adventure	Vivendi Games		M
Touch My Katamari 	PSV	2011.0	Puzzle	Namco Bandai Games		E10+
PixelJunk Monsters Deluxe	PSP	2010.0	Strategy	Sony Computer Entertainment		E
Curious George	PS2	2006.0	Action	Namco Bandai Games		E
Killer is Dead	X360	2013.0	Action	Deep Silver		M
Don Bradman Cricket 14	PS4	2015.0	Sports	Tru Blu Entertainment		E
Megamind: Ultimate Showdown	X360	2010.0	Action	THQ		E10+
Zathura	PS2	2005.0	Adventure	Take-Two Interactive		E10+
Mytran Wars	PSP	2009.0	Strategy	Deep Silver		T
NCIS	PS3	2011.0	Adventure	Ubisoft		T
Undead Knights	PSP	2009.0	Action	Ubisoft Annecy		M
Ninja Reflex	Wii	2008.0	Action	Electronic Arts		E10+
Cel Damage	XB	2001.0	Racing	Electronic Arts		T
Supremacy MMA	PS3	2011.0	Fighting	505 Games		M
Lunar: Dragon Song	DS	2005.0	Role-Playing	Rising Star Games		E10+
Breakdown	XB	2004.0	Adventure	Electronic Arts		M
Venetica	PS3	2010.0	Role-Playing	DTP Entertainment		T
Looney Tunes: Sheep Raider	PS	2001.0	Platform	Infogrames		E
Geometry Wars: Galaxies	Wii	2007.0	Shooter	Vivendi Games		E
Conduit 2	Wii	2011.0	Shooter	Sega		T
Rise of the Tomb Raider	PC	2016.0	Adventure	Square Enix		M
X2: Wolverine's Revenge	GC	2003.0	Platform	Activision		T
Hatsune Miku: Project Diva X	PSV	2016.0	Misc	Sega		T
Godzilla Unleashed: Double Smash	DS	2007.0	Action	Atari		E
Dishonored 2	PC	2016.0	Action	Bethesda Softworks		M
NPPL: Championship Paintball 2009	X360	2008.0	Shooter	Activision Value		E10+
Atelier Annie: Alchemists of Sera Island	DS	2009.0	Role-Playing	Gust		E10+
WWE SmackDown vs Raw 2008	DS	2007.0	Fighting	THQ		T
College Hoops 2K6	X360	2006.0	Sports	Take-Two Interactive		E
Fat Princess: Fistful of Cake	PSP	2010.0	Action	Sony Computer Entertainment		T
Sonic Adventure 2	DC	2001.0	Platform	Sega		E
Tony Hawk's Pro Skater 5	XOne	2015.0	Sports	Activision		T
Gladiator: Sword of Vengeance	PS2	2003.0	Action	Acclaim Entertainment		M
Rodea the Sky Soldier	WiiU	2015.0	Action	Nippon Ichi Software		E10+
Pinball Hall of Fame: The Williams Collection	X360	2009.0	Misc	Crave Entertainment		E10+
Academy of Champions: Soccer	Wii	2009.0	Sports	Ubisoft		E
Overlord: Raising Hell	PS3	2008.0	Action	Codemasters		T
Power Gig: Rise of the SixString	X360	2010.0	Misc	Unknown		T
NFL Head Coach	XB	2006.0	Sports	Electronic Arts		E
Onimusha: Blade Warriors	PS2	2003.0	Fighting	Capcom		T
Disney's Extreme Skate Adventure	GC	2003.0	Sports	Activision		E
NBA 2K2	GC	2002.0	Sports	Sega		E
Psychonauts	XB	2005.0	Platform	THQ		T
Jeremy McGrath Supercross World	GC	2002.0	Racing	Acclaim Entertainment		E
Airborne Troops: Countdown to D-Day	PS2	2005.0	Shooter	Playlogic Game Factory		T
The Sky Crawlers: Innocent Aces	Wii	2008.0	Simulation	Namco Bandai Games		T
nail'd	PS3	2010.0	Racing	Deep Silver		E10+
Lost Magic	DS	2006.0	Role-Playing	Ubisoft		E
Marvel Avengers: Battle for Earth	WiiU	2012.0	Action	Ubisoft		T
Alice: Madness Returns	PC	2011.0	Adventure	Electronic Arts		M
Raiden IV	X360	2008.0	Shooter	Moss		E10+
Tom Clancy's Splinter Cell: Blacklist	WiiU	2013.0	Action	Ubisoft		M
Phantasy Star Universe	X360	2006.0	Role-Playing	Sega		T
Peggle: Dual Shot	DS	2009.0	Puzzle	PopCap Games		E
Spider-Man: Edge of Time	3DS	2011.0	Action	Activision		T
Cruis'n	Wii	2007.0	Racing	Midway Games		E
Samurai Warriors 4-II	PS4	2015.0	Action	Tecmo Koei		T
Castlevania: Curse of Darkness	XB	2005.0	Action	Konami Digital Entertainment		M
Lost Planet 3	X360	2013.0	Shooter	Capcom		T
Battles of Prince of Persia	DS	2005.0	Strategy	Ubisoft		E10+
Turok: Evolution	GBA	2002.0	Shooter	Acclaim Entertainment		T
Marvel Trading Card Game	DS	2007.0	Misc	Konami Digital Entertainment		T
Nightshade	PS2	2003.0	Action	Sega		M
CSI: Crime Scene Investigation	XB	2004.0	Adventure	Ubisoft		M
LEGO Batman 2: DC Super Heroes	WiiU	2013.0	Action	Warner Bros. Interactive Entertainment		E10+
Buffy the Vampire Slayer: Chaos Bleeds	XB	2003.0	Action	Vivendi Games		T
Onechanbara: Bikini Zombie Slayers	Wii	2008.0	Action	D3Publisher		M
Tropico 5	PC	2014.0	Simulation	Kalypso Media		T
Reality Fighters	PSV	2012.0	Fighting	Sony Computer Entertainment		T
Dragon Ball: Origins	DS	2008.0	Action	Atari		T
FIFA 17	PC	2016.0	Sports	Electronic Arts		E
Armored Core: Verdict Day	PS3	2013.0	Simulation	From Software		T
Lost in Shadow	Wii	2010.0	Platform	Konami Digital Entertainment		E10+
NHL 2K3	XB	2002.0	Sports	Sega		E
Die Hard: Vendetta	GC	2002.0	Shooter	NDA Productions		M
F1 2002	PS2	2002.0	Racing	Electronic Arts		E
Every Extend Extra	PSP	2006.0	Shooter	Disney Interactive Studios		E
FIFA Soccer	PSP	2005.0	Sports	Electronic Arts		E
Darkspore	PC	2011.0	Role-Playing	Electronic Arts		T
Self-Defense Training Camp	X360	2011.0	Sports	Ubisoft		T
Sphinx and the Cursed Mummy	XB	2003.0	Action	THQ		T
GT Advance 2: Rally Racing	GBA	2001.0	Racing	THQ		E
Deception IV: Blood Ties	PS3	2014.0	Action	Tecmo Koei		M
Tenchu: Shadow Assassins	PSP	2009.0	Action	Ubisoft		M
Cabela's Deer Hunt 2005 Season	XB	2004.0	Sports	Activision		T
Dead Man's Hand	XB	2004.0	Shooter	Atari		T
Smash Cars	PS2	2003.0	Racing	Metro 3D		E
NASCAR 07	PS2	2006.0	Racing	Electronic Arts		E
Tecmo Bowl: Kickoff	DS	2008.0	Sports	Tecmo Koei		E
Lost Horizon	PC	2010.0	Adventure	Deep Silver		T
Rugby 15	PS4	2015.0	Sports	Bigben Interactive		E
Dokapon Kingdom	PS2	2007.0	Role-Playing	Sting		E10+
Puzzle Quest 2	DS	2010.0	Puzzle	D3Publisher		E10+
Phantasy Star Collection	GBA	2002.0	Role-Playing	Atari		E
Disney Art Academy	3DS	2016.0	Action	Nintendo		E
A Witch's Tale	DS	2009.0	Role-Playing	Nippon Ichi Software		E10+
Hyperdimension Neptunia U: Action Unleashed	PSV	2014.0	Action	Idea Factory International		T
Retro Game Challenge	DS	2007.0	Action	Namco Bandai Games		E
Shining Force NEO	PS2	2005.0	Role-Playing	Sega		T
FIFA Street 2	GC	2006.0	Sports	Electronic Arts		E
Fantastic Four: Rise of the Silver Surfer	X360	2007.0	Action	Take-Two Interactive		T
Monster Madness: Battle for Suburbia	X360	2007.0	Shooter	SouthPeak Games		T
Tom Clancy's EndWar	PSP	2008.0	Strategy	Ubisoft		T
NFL Head Coach 09	X360	2008.0	Sports	Electronic Arts		E
Blood Drive	X360	2010.0	Racing	Activision		M
Phantom Dust	XB	2004.0	Action	Microsoft Game Studios		T
Growlanser Generations	PS2	2003.0	Role-Playing	Atlus		T
Mega Man Battle Chip Challenge	GBA	2003.0	Misc	Capcom		E
Fatal Frame: Maiden of Black Water	WiiU	2014.0	Action	Nintendo		M
Prince of Persia: Rival Swords	PSP	2007.0	Action	Ubisoft		T
Cold Winter	PS2	2005.0	Shooter	Vivendi Games		M
Ring of Red	PS2	2000.0	Strategy	Konami Digital Entertainment		T
Stubbs the Zombie in Rebel Without a Pulse	XB	2005.0	Action	THQ		M
Batman: Dark Tomorrow	XB	2003.0	Action	Kemco		T
Ping Pals	DS	2004.0	Misc	THQ		E
MLB 13: The Show	PSV	2013.0	Sports	Sony Computer Entertainment		E
18 Wheeler: American Pro Trucker	GC	2002.0	Racing	Acclaim Entertainment		E
Split/Second	PSP	2010.0	Racing	Disney Interactive Studios		E10+
Warhammer: Battle March	X360	2008.0	Strategy	Deep Silver		M
Batman: Rise of Sin Tzu	XB	2003.0	Action	Ubisoft		T
The King of Fighters XII	X360	2009.0	Fighting	Ignition Entertainment		T
Spy vs Spy	XB	2005.0	Action	Global Star		T
Coraline	PS2	2009.0	Action	D3Publisher		E10+
Cold Fear	PS2	2005.0	Action	Ubisoft		M
Zubo	DS	2008.0	Misc	Electronic Arts		E10+
NHL Hitz 20-03	XB	2002.0	Sports	Midway Games		E
Murakumo: Renegade Mech Pursuit	XB	2002.0	Shooter	From Software		T
Gun Metal	XB	2002.0	Shooter	Rage Software		T
BloodRayne	GC	2002.0	Shooter	Universal Interactive		M
ECW Anarchy Rulz	PS	1999.0	Fighting	Acclaim Entertainment		E
InuYasha: A Feudal Fairy Tale	PS	2002.0	Fighting	Namco Bandai Games		T
Where the Wild Things Are	X360	2009.0	Platform	Warner Bros. Interactive Entertainment		E10+
TMNT	PSP	2007.0	Action	Ubisoft		E10+
Sabrina The Teenage Witch: Potion Commotion	GBA	2002.0	Action	Ubisoft		E
MLB Power Pros	PS2	2007.0	Sports	Konami Digital Entertainment		E
Dementium II	DS	2010.0	Shooter	SouthPeak Games		M
GoldenEye: Rogue Agent	DS	2005.0	Shooter	Electronic Arts		T
BlazBlue: Calamity Trigger Portable	PSP	2010.0	Fighting	PQube		T
AirForce Delta Strike	PS2	2004.0	Simulation	Konami Digital Entertainment		T
Pimp My Ride	Wii	2008.0	Racing	Activision		T
Capcom vs. SNK 2 EO	GC	2002.0	Fighting	Capcom		T
Hot Wheels Velocity X	GC	2002.0	Racing	THQ		E
Open Season	X360	2006.0	Platform	Ubisoft		E10+
de Blob 2	DS	2011.0	Platform	THQ		E
Call of Juarez: The Cartel	PC	2011.0	Shooter	Ubisoft		M
Space Chimps	X360	2008.0	Platform	Brash Entertainment		E10+
FIFA Soccer 06	PSP	2005.0	Sports	Electronic Arts		E
JASF: Jane's Advanced Strike Fighters	PS3	2011.0	Simulation	Deep Silver		T
Digimon Story: Cyber Sleuth	PS4	2016.0	Role-Playing	Namco Bandai Games		T
Cloudy With a Chance of Meatballs	Wii	2009.0	Platform	Ubisoft		E
The Settlers	DS	2007.0	Action	Ubisoft		E
Stronghold	PC	2001.0	Strategy	Gathering of Developers		T
Ridge Racer Unbounded	X360	2012.0	Racing	Namco Bandai Games		T
Mortal Kombat: Deception	GC	2005.0	Fighting	Midway Games		M
ESPN NHL Hockey	XB	2003.0	Sports	Sega		E
John Daly's ProStroke Golf	PS3	2010.0	Sports	O-Games		E
XXX	GBA	2002.0	Action	Activision		E
Truth or Lies	X360	2010.0	Misc	THQ		T
Worms Forts: Under Siege	PS2	2004.0	Strategy	Acclaim Entertainment		T
Project: Snowblind	XB	2005.0	Action	Eidos Interactive		T
Astro Boy: The Video Game	PS2	2009.0	Action	D3Publisher		E10+
Gabrielle's Ghostly Groove 3D	3DS	2011.0	Adventure	Funbox Media		E
Cake Mania	DS	2007.0	Puzzle	Majesco Entertainment		E
Disney's Extreme Skate Adventure	XB	2003.0	Sports	Activision		E
Odama	GC	2006.0	Misc	Nintendo		E10+
Karaoke Revolution Presents American Idol Encore	X360	2008.0	Misc	Konami Digital Entertainment		E
Naval Ops: Warship Gunner	PS2	2003.0	Simulation	Tecmo Koei		T
Bionicle Heroes	GC	2006.0	Shooter	Eidos Interactive		E10+
The King of Fighters 2000/2001	PS2	2003.0	Fighting	Ignition Entertainment		T
Valkyrie Drive: Bhikkhuni	PSV	2015.0	Action	PQube		M
Bodycount	PS3	2011.0	Shooter	Codemasters		M
Ninja Assault	PS2	2002.0	Shooter	Namco Bandai Games		T
Samurai Warriors 4	PSV	2014.0	Action	Tecmo Koei		T
Alias	PS2	2004.0	Action	Acclaim Entertainment		T
Calling	Wii	2009.0	Adventure	Konami Digital Entertainment		T
Night at the Museum: Battle of the Smithsonian	X360	2009.0	Action	Majesco Entertainment		E10+
Spyborgs	Wii	2009.0	Action	Capcom		T
NHL Rivals 2004	XB	2003.0	Sports	Microsoft Game Studios		E
Bodycount	X360	2011.0	Shooter	Codemasters		M
Avatar: The Last Airbender	PSP	2006.0	Adventure	THQ		E10+
Death Jr.: Root of Evil	Wii	2008.0	Platform	Eidos Interactive		T
Michael Phelps: Push the Limit	X360	2011.0	Sports	505 Games		E
Lost in Blue	DS	2005.0	Adventure	Konami Digital Entertainment		E10+
Batman: Return to Arkham	XOne	2016.0	Action	Warner Bros. Interactive Entertainment		T
Constantine	PS2	2005.0	Action	SCi		M
Charlie and the Chocolate Factory	XB	2005.0	Adventure	Global Star		E
Dynasty Tactics 2	PS2	2003.0	Strategy	Tecmo Koei		T
Real World Golf	PS2	2005.0	Sports	Valcon Games		E
Ty the Tasmanian Tiger 2: Bush Rescue	XB	2004.0	Platform	Electronic Arts		E
Blazblue: Continuum Shift Extend	PSV	2011.0	Fighting	PQube		T
Mushroom Men: Rise of the Fungi	DS	2008.0	Action	SouthPeak Games		E
The Polar Express	GC	2004.0	Adventure	THQ		E
BMX XXX	XB	2002.0	Sports	Acclaim Entertainment		M
Frogger: Helmet Chaos	PSP	2005.0	Platform	Konami Digital Entertainment		E
Pimp My Ride	X360	2006.0	Racing	Activision		T
RIGS: Mechanized Combat League	PS4	2016.0	Action	Sony Computer Entertainment		T
Hellboy: The Science of Evil	X360	2008.0	Action	Konami Digital Entertainment		T
NBA Live 16	XOne	2015.0	Sports	Electronic Arts		E
Sonic Generations	PC	2011.0	Platform	Sega		E
Astro Boy: The Video Game	Wii	2009.0	Action	D3Publisher		E10+
[Prototype 2]	PC	2012.0	Action	Activision		M
Cabela's North American Adventures	X360	2010.0	Sports	Activision		T
Rengoku: The Tower of Purgatory	PSP	2005.0	Action	Konami Digital Entertainment		M
Bust-A-Move DS	DS	2005.0	Puzzle	505 Games		E
God Eater 2: Rage Burst	PS4	2015.0	Role-Playing	Namco Bandai Games		T
BlazBlue: Continuum Shift II	3DS	2011.0	Fighting	PQube		T
Mega Man Zero 4	GBA	2005.0	Platform	Capcom		E
NASCAR '14	PS3	2014.0	Racing	Deep Silver		E
Where the Wild Things Are	PS3	2009.0	Platform	Warner Bros. Interactive Entertainment		E10+
DJ Max Fever	PSP	2009.0	Misc	PM Studios		T
Shrek: Forever After	X360	2010.0	Platform	Activision		E10+
Dawn of Discovery	DS	2009.0	Simulation	Ubisoft		E
Pro Evolution Soccer 2016	XOne	2015.0	Sports	Konami Digital Entertainment		E
Tiger Woods PGA Tour 06	GC	2005.0	Sports	Electronic Arts		E
ArmA III	PC	2013.0	Shooter	Bohemia Interactive		M
FIFA World Cup Germany 2006	PSP	2006.0	Sports	Electronic Arts		E
Reign of Fire	GC	2002.0	Shooter	BAM! Entertainment		T
MLB 14: The Show	PSV	2014.0	Sports	Sony Computer Entertainment America		E
Rogue Warrior	X360	2009.0	Shooter	Bethesda Softworks		M
Mace Griffin: Bounty Hunter	XB	2003.0	Shooter	Electronic Arts		M
Martian Gothic: Unification	PS	2001.0	Adventure	Take-Two Interactive		M
Fight Club	XB	2004.0	Fighting	Vivendi Games		M
Tom Clancy's Splinter Cell: Conviction	PC	2010.0	Action	Ubisoft		M
FlatOut: Ultimate Carnage	X360	2007.0	Racing	Empire Interactive		T
Digimon Digital Card Battle	PS	1999.0	Strategy	Namco Bandai Games		T
Dragon Ball Z: Battle of Z	PSV	2014.0	Fighting	Namco Bandai Games		T
Aquapazza: Aquaplus Dream Match	PS3	2012.0	Fighting	Aqua Plus		T
Lucha Libre AAA: Heroes del Ring	PS3	2010.0	Fighting	Konami Digital Entertainment		T
Dead to Rights II	XB	2005.0	Shooter	Electronic Arts		M
Pac-Man and the Ghostly Adventures 2	X360	2014.0	Adventure	Namco Bandai Games		E10+
Trauma Center: Under the Knife 2	DS	2008.0	Simulation	Atlus		T
SimCity 2000	GBA	2003.0	Simulation	Zoo Digital Publishing		E
X-Men: The Official Game	DS	2006.0	Action	Activision		E10+
Sakura Wars: So Long, My Love	Wii	2010.0	Role-Playing	Ackkstudios		T
Mind Zero	PSV	2013.0	Role-Playing	GungHo		T
Rocky Balboa	PSP	2007.0	Sports	Ubisoft		T
Gravity Games Bike: Street Vert Dirt	PS2	2002.0	Sports	Midway Games		T
Top Spin	PS2	2005.0	Sports	Take-Two Interactive		E
Family Feud: 2012 Edition	X360	2011.0	Misc	Ubisoft		E10+
UFC: Tapout 2	XB	2003.0	Fighting	Capcom		T
The Book of Unwritten Tales	PC	2009.0	Adventure	HMH Interactive		T
The Godfather: Mob Wars	PSP	2006.0	Action	Electronic Arts		M
Vexx	XB	2003.0	Platform	Acclaim Entertainment		T
F1 Career Challenge	PS2	2003.0	Racing	Electronic Arts		E
Pariah	XB	2005.0	Action	Hip Interactive		M
Metal Slug 3	XB	2004.0	Shooter	Ignition Entertainment		T
Sacred 3	PS3	2014.0	Role-Playing	Deep Silver		M
Winning Eleven: Pro Evolution Soccer 2007	X360	2006.0	Sports	Konami Digital Entertainment		E
Banjo-Pilot	GBA	2005.0	Racing	THQ		E
